date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_858,aVWAP_peak_817,aVWAP_peak_803,aVWAP_peak_786,aVWAP_valley_873,aVWAP_valley_850,aVWAP_valley_849,aVWAP_valley_805,aVWAP_valley_754,aVWAP_valley_710,aVWAP_valley_653,aVWAP_valley_650,aVWAP_valley_618,aVWAP_valley_564,aVWAP_valley_545,aVWAP_valley_527,aVWAP_valley_526,aVWAP_valley_494,aVWAP_valley_431,aVWAP_valley_389,aVWAP_valley_384,aVWAP_valley_363,aVWAP_valley_330,aVWAP_valley_311,aVWAP_valley_294,aVWAP_valley_293,aVWAP_valley_265,aVWAP_valley_241,aVWAP_valley_218,aVWAP_valley_121,aVWAP_valley_100,aVWAP_valley_60,aVWAP_OB_bull_710,aVWAP_OB_bull_618,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,3.81,3.88,3.81,3.88,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.0,False,False,False,False
2025-03-28 15:00:00+00:00,3.88,3.93,3.875,3.93,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6.0,0.09302325581395349,False,False,False,False,2.062015503875969,False,False,False,False
2025-03-28 16:00:00+00:00,3.93,3.935,3.92,3.935,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,408.0,6.417162430142419,False,False,False,False,8.26260441079262,False,False,False,False
2025-03-28 17:00:00+00:00,3.935,3.95,3.895,3.895,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.11764705882355,35.70588235294119,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304.0,11.030849834326258,False,False,False,False,9.746905117602036,False,False,False,False
2025-03-28 18:00:00+00:00,3.895,3.935,3.895,3.93,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.60027750072692,31.693190927124817,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,640.0,20.782309526817322,False,False,False,False,14.805092635158594,False,False,False,False
2025-03-28 19:00:00+00:00,3.93,4.0,3.93,3.995,1490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.24815777798352,31.693190927124817,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2130.0,53.48335899151783,False,False,False,False,37.6763315090321,False,False,False,False
2025-03-31 14:00:00+00:00,4.01,4.015,3.95,3.965,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.06155660270315,29.89591840209974,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1545.0,76.60764799940128,False,False,False,False,46.161969780209894,False,False,False,False
2025-03-31 15:00:00+00:00,3.965,3.98,3.9,3.9,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.70318228369683,21.815932084726725,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1178.0,93.6834984180152,False,False,False,False,51.13620280687331,False,False,False,False
2025-03-31 16:00:00+00:00,3.9,3.9,3.87,3.895,937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.073825243331655,16.42316907740218,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,241.0,95.96747518672815,False,False,False,False,64.87052524397605,False,False,False,False
2025-03-31 17:00:00+00:00,3.895,3.915,3.885,3.895,703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.6542538830882,12.943001280966257,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,241.0,98.21604146290291,False,False,False,False,74.7640054727516,False,False,False,False
