date,Open,High,Low,Close,Volume,aVWAP_peak_873,aVWAP_peak_822,aVWAP_peak_790,aVWAP_peak_744,aVWAP_peak_719,aVWAP_peak_699,aVWAP_peak_677,aVWAP_peak_654,aVWAP_peak_612,aVWAP_valley_881,aVWAP_valley_860,aVWAP_valley_813,aVWAP_valley_774,aVWAP_valley_755,aVWAP_valley_732,aVWAP_valley_708,aVWAP_valley_694,aVWAP_valley_666,aVWAP_valley_643,aVWAP_valley_536,aVWAP_valley_498,aVWAP_valley_480,aVWAP_valley_425,aVWAP_valley_404,aVWAP_valley_364,aVWAP_valley_313,aVWAP_valley_312,aVWAP_OB_bull_425,aVWAP_OB_bear_790,aVWAP_OB_bear_699,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,30.69,31.11,30.69,30.91,17907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17907.0,False,False,False,False
2025-01-27 16:00:00+00:00,30.91,30.965,30.805,30.835,15690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15690.0,-243.25581395348837,False,False,False,False,17872.627906976744,False,False,False,False
2025-01-27 17:00:00+00:00,30.835,30.985,30.77,30.785,27819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43509.0,-914.0425455201009,False,False,False,False,18026.835226248422,False,False,False,False
2025-01-27 18:00:00+00:00,30.785,31.04,30.785,31.0,7320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.486926205694353,-29.761766414875083,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36189.0,-1460.9411107058359,False,False,False,False,17860.83778088023,False,False,False,False
2025-01-27 19:00:00+00:00,31.005,31.155,30.985,31.015,8719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.02363565813393,-17.12794348002113,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27470.0,-1864.1823337956678,False,False,False,False,17719.103861796815,False,False,False,False
2025-01-27 20:00:00+00:00,31.015,31.145,30.965,30.97,34127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.03963806184021,-12.46532552241407,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-61597.0,-2790.272530170929,False,False,False,False,17973.489848435624,False,False,False,False
2025-01-28 15:00:00+00:00,30.655,30.655,30.315,30.335,30215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.98724057941436,-4.396588585955442,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-91812.0,-4170.454351408589,False,False,False,False,18163.280703498636,False,False,False,False
2025-01-28 16:00:00+00:00,30.335,30.37,30.125,30.175,32274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.968574729232976,-9.74686204426331,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-124086.0,-6029.610097898379,False,False,False,False,18382.051545304857,False,False,False,False
2025-01-28 17:00:00+00:00,30.175,30.34,30.16,30.2,27936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.08888227100816,-12.62219665492674,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96150.0,-7426.825445217783,False,False,False,False,18530.174777160595,False,False,False,False
2025-01-28 18:00:00+00:00,30.205,30.315,30.195,30.275,14156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.896593472747565,-12.644024393884592,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81994.0,-8582.90567087332,False,False,False,False,18462.3581139488,False,False,False,False
