date,Open,High,Low,Close,Volume,aVWAP_peak_856,aVWAP_peak_816,aVWAP_peak_798,aVWAP_peak_782,aVWAP_peak_745,aVWAP_peak_700,aVWAP_peak_651,aVWAP_peak_648,aVWAP_peak_617,aVWAP_peak_600,aVWAP_peak_551,aVWAP_peak_438,aVWAP_peak_403,aVWAP_peak_367,aVWAP_valley_858,aVWAP_valley_828,aVWAP_valley_803,aVWAP_valley_762,aVWAP_OB_bear_651,aVWAP_OB_bear_438,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,4.75,4.75,4.445,4.47,21675.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21675.0,False,False,False,False
2025-04-08 15:00:00+00:00,4.47,4.49,4.405,4.45,21276.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21276.0,-329.86046511627904,False,False,False,False,21668.81395348837,False,False,False,False
2025-04-08 16:00:00+00:00,4.435,4.47,4.355,4.36,6585.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27861.0,-756.6998377501352,False,False,False,False,21434.95637281413,False,False,False,False
2025-04-08 17:00:00+00:00,4.36,4.4,4.285,4.385,4773.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.898313745528782,-43.7915176290241,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23088.0,-1102.9215456919935,False,False,False,False,21176.631467809257,False,False,False,False
2025-04-08 18:00:00+00:00,4.385,4.405,4.305,4.32,4492.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.896015049705507,-42.40748527999677,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27580.0,-1513.4188860688619,False,False,False,False,20917.955010943995,False,False,False,False
2025-04-08 19:00:00+00:00,4.31,4.34,4.255,4.32,43067.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.227815919156658,-41.54947261559826,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27580.0,-1917.551926594926,False,False,False,False,21261.35105728595,False,False,False,False
2025-04-09 14:00:00+00:00,4.28,4.305,4.16,4.205,1939.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.148453314922111,-41.54947261559826,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29519.0,-2345.4813540895784,False,False,False,False,20961.77972306446,False,False,False,False
2025-04-09 15:00:00+00:00,4.2,4.315,4.195,4.26,1793.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.55625319723135,-38.23483445679141,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27726.0,-2738.977767204469,False,False,False,False,20664.589339761136,False,False,False,False
2025-04-09 16:00:00+00:00,4.265,4.365,4.255,4.265,3475.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.6543037387922,-34.86613263058631,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24251.0,-3072.4974917439345,False,False,False,False,20398.084078679567,False,False,False,False
2025-04-09 17:00:00+00:00,4.265,4.805,4.25,4.785,6528.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.42084686522497,-17.402209539849352,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17723.0,-3299.637065515346,False,False,False,False,20183.044015444222,False,False,False,False
