date,Close,High,Low,Open,Volume,aVWAP_peak_169,aVWAP_valley_187,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_114,aVWAP_valley_91,aVWAP_valley_70,aVWAP_valley_63,aVWAP_valley_41,aVWAP_OB_bull_171,aVWAP_OB_bull_114,aVWAP_OB_bull_91,aVWAP_OB_bull_41,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,3.9736014625,4.0459950114,3.9494702795,4.0218638285,6611763,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6611763.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.4642688496,4.4723125772,3.9977326455,4.0057763731,24482943,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24482943,1813551.3333333333,False,False,False,False,7935554.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,4.7055806793,4.7216681346,4.4240502113,4.432093939,27703621,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52186564,5544885.604938271,False,False,False,False,9399855.362139918,False,False,False,False
2022-01-21 00:00:00+00:00,4.4964437602,4.6814494963,4.4642688496,4.641230858,19780400,,,,,,,,,,,,,,,,,,,#000000,,,,93.06633795935967,43.44552260220719,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32406164,7534609.930498399,False,False,False,False,10168784.594573999,False,False,False,False
2022-01-28 00:00:00+00:00,4.5366623985,4.6372089942,4.3516566624,4.3999190283,29872143,,,,,,,,,,,,,,,,,,,#000000,,,,88.44391150705695,39.36027357865042,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62278307,11589698.602313332,False,False,False,False,11628292.624605555,False,False,False,False
2022-02-04 00:00:00+00:00,4.8825426877,4.9066738707,4.4924218964,4.5205749432,17453564,,,,,,,,,,,,,,,,,,,#000000,,,,87.15606654690431,38.53981595127108,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79731871,16637266.9280679,False,False,False,False,12059794.207968106,False,False,False,False
2022-02-11 00:00:00+00:00,4.4964437602,5.0031986026,4.4843781687,4.8825426877,26247162,,,,,,,,,,,,,,,,,,,#000000,,4.661340177166666,,79.82662838358148,31.947428779716304,False,False,True,False,False,,-1.0,5.0031986,4.4843783,102.0,0,,,False,False,False,False,,,False,False,False,False,53484709,19366707.08154435,False,False,False,False,13110710.34071121,False,False,False,False
2022-02-18 00:00:00+00:00,4.3516566624,4.5205749432,4.3355692071,4.4160064836,20839405,,,,,,,,,,,,,,,,,,,#000000,,4.546827991635003,,72.88731519269317,25.918776438337503,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32645304,20350306.853281807,False,False,False,False,13683206.241399268,False,False,False,False
2022-02-25 00:00:00+00:00,4.1586071986,4.3275254794,3.8851204583,4.2712193858,29219352,,,,,,,,,,,,,,,,,,,#000000,,4.38482176228664,,65.99989981837307,20.057874723243074,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3425952,19096650.9382239,False,False,False,False,14834031.85314747,False,False,False,False
2022-03-04 00:00:00+00:00,3.5311964414,4.037146911,3.5030433946,3.9172953689,47602322,,,,,,,,,,,,,,,,,,,#000000,,4.118066905075537,,56.93252882791934,12.208894246285837,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-44176370,14409760.498355461,False,False,False,False,17261312.604766175,False,False,False,False
2022-03-11 00:00:00+00:00,3.4427154372,3.6196774456,3.2094473351,3.4185842542,35962134,,,,,,,,,,,,,,,,,,,#000000,,3.6929371910452815,,50.03456495387817,6.538549798840059,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-80138504,7406185.350329131,False,False,False,False,18646558.634042755,False,False,False,False
2022-03-18 00:00:00+00:00,3.8770767306,3.9253390966,3.5956266999,3.611633718,28554907,,,,,,,,,,,,,,,,,,,#000000,,3.7636933035917526,,48.6516004783558,6.069487553357398,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.15958123780107664,-0.2512047461082353,False,False,False,False,-51583597,3036571.842897344,False,False,False,False,19380510.364854403,False,False,False,False
2022-03-25 00:00:00+00:00,4.2068695646,4.2228765826,3.8529455477,3.8851204583,18837446,,,,,,,,,,,,,,,,,,,#000000,,3.8277902954733882,,49.70788380052953,6.069487553357398,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.02049184719912162,-0.13584829665367845,False,False,False,False,-32746151,385999.7804605034,False,False,False,False,19340283.374865185,False,False,False,False
2022-04-01 00:00:00+00:00,4.4160064836,4.4240502113,4.1907821092,4.2953505688,16834538,,,,,,,,,,,,,,,,,,,#000000,,3.896250436713803,,51.57154908196883,6.069487553357398,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.11381719982715881,-0.011015548413259822,False,False,False,False,-15911613,-821230.7958699042,False,False,False,False,19154672.60635665,False,False,False,False
2022-04-08 00:00:00+00:00,4.407962756,4.432093939,4.2873068411,4.35970039,18803010,,,,,,,,,,,,,,,,,,,#000000,,3.9561150504164377,,52.84898181172798,6.069487553357398,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.14020035463190456,0.06459240310932236,False,False,False,False,-34714623,-3331852.4406202817,False,False,False,False,19128623.524404306,False,False,False,False
2022-04-15 00:00:00+00:00,4.5205749432,4.5607935815,4.3958971645,4.4562251219,9484774,,,,,,,,,,,,,,,,,,,#000000,,3.986993663340609,,54.36166022591585,6.069487553357398,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.20085789842866436,0.13272515076899336,False,False,False,False,-25229849,-4953926.259833594,False,False,False,False,18414264.300374355,False,False,False,False
2022-04-22 00:00:00+00:00,4.6090559474,4.7377555899,4.4723125772,4.4803563049,16280178,,,,,,,,,,,,,,,,,,,#000000,,4.229921753494871,,55.904679779184505,6.069487553357398,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428281921999257,0.23777667148445952,False,False,False,False,-8949671,-5249907.351697772,False,False,False,False,18256183.83367996,False,False,False,False
