date,Open,High,Low,Close,Volume,OB_avg,color,Liquidity,Liquidity_Level,banker_RSI,SMA_200,ATR,ATR_Regular_Bullish,ATR_Regular_Bearish,ATR_Hidden_Bullish,ATR_Hidden_Bearish,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish,Ticker,Timeframe
2025-05-02 19:00:00+00:00,108.36,108.905,108.12,108.63,11718.0,107.84637065867048,"rgba(38, 166, 154, 0.75)",0.0,0.0,5.153091874999362,109.33045,0.9171428571428594,False,False,False,False,1.0572429906542054,0.8173676012461053,False,False,False,False,0.3215514270108127,0.3083086203528718,False,False,False,False,-737898.0,-751459.412773916,False,False,False,False,6343.503624352536,False,False,False,False,A,hour
2025-05-02 19:45:00+00:00,108.82,108.825,108.445,108.63,6321.0,107.775077208119,"rgba(38, 166, 154, 0.75)",0.0,0.0,7.463113504053737,106.584775,0.2603571428571446,False,False,False,False,0.9574759945130316,0.95610425240055,False,False,False,False,0.1344133376517771,0.1427466259674134,False,False,False,False,231302.0,232046.3989818243,False,False,False,False,2003.8422654464496,False,False,False,False,A,15min
