date,Ticker,Timeframe,Close,Open,High,Low,Volume,TTM_squeeze_Active,squeeze_duration
2025-06-20 19:00:00+00:00,PHX,1hour,4.345,4.345,4.345,4.345,146.0,1,5
2025-07-03 16:00:00+00:00,MEG,1hour,22.33,22.25,22.33,22.15,3679.0,1,9
2025-07-03 16:00:00+00:00,PET,1hour,0.1653,0.165,0.166,0.1576,443.0,1,5
2025-07-03 16:00:00+00:00,PZA,1hour,22.39,22.365,22.395,22.36,15784.0,1,9
2025-07-03 16:00:00+00:00,ASND,1hour,173.94,171.25,173.94,171.25,10941.0,1,12
