date,Ticker,Timeframe,Close,High,Low,Open,Volume,aVWAP_OB_bull_819,aVWAP_OB_bull_753,aVWAP_OB_bull_680,aVWAP_OB_bull_439,aVWAP_OB_bull_290,aVWAP_OB_bull_115,aVWAP_OB_bear_374,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish,aVWAP_OB_bull_678,aVWAP_OB_bull_213,aVWAP_OB_bull_164,aVWAP_OB_bull_116,aVWAP_OB_bear_883,aVWAP_OB_bear_810,aVWAP_OB_bear_85
2025-07-01 00:00:00+00:00,WM,daily,228.8,230.21,226.91,228.52,1573810.0,230.72658104468744,225.27279646719043,220.7605145338448,204.72143792443407,193.09793247977024,183.60351807497477,199.38720063938803,232.39622955196856,"rgba(38, 166, 154, 0.5)",5.00544821252466,224.9600676681168,0.767150546533462,46.50228339138715,-1.3323197472227903,False,True,False,True,False,0.4120073918064015,232.251264843668,220.209019292154,0.0,0.0,0.0,0.0,0,0.9778522618871864,0.9994497055093396,False,False,False,False,-0.0601529642158813,-0.0594884850659965,False,False,False,False,60144869.0,62342007.7888141,False,False,False,False,1704382.420031543,False,False,False,False,,,,,,,
2025-07-02 19:00:00+00:00,WM,1hour,223.36,224.28,223.21,223.82,21870.0,,,,,,,,230.9891978982976,"rgba(255, 26, 202, 1.0)",3.361930849386063,230.9891978982976,-2.269290547630017,30.315368330025525,-13.703175464325234,False,True,False,True,False,0.0,229.2088,234.23357500000003,0.0,0.0,0.0,0.0,0,0.8848349757547308,1.057758485843892,False,False,False,False,-0.3204222379009133,-0.3200025366375641,False,False,False,False,195527.0,215171.66752969305,False,False,False,False,6732.857658513868,False,False,False,False,232.78701296343465,228.32313814785527,227.110918455907,225.72712267925667,225.36445508644863,230.5906593551821,225.3187092090151
