date,Ticker,Timeframe,Close,Open,High,Low,Volume,aVWAP_peak_857,aVWAP_peak_822,aVWAP_peak_785,aVWAP_peak_784,aVWAP_peak_773,aVWAP_peak_744,aVWAP_peak_743,aVWAP_peak_742,aVWAP_peak_741,aVWAP_peak_693,aVWAP_peak_673,aVWAP_peak_652,aVWAP_peak_651,aVWAP_peak_619,aVWAP_peak_577,aVWAP_peak_553,aVWAP_peak_540,aVWAP_peak_493,aVWAP_peak_476,aVWAP_peak_475,aVWAP_peak_463,aVWAP_peak_419,aVWAP_peak_418,aVWAP_peak_417,aVWAP_peak_416,aVWAP_peak_385,aVWAP_peak_384,aVWAP_peak_368,aVWAP_peak_367,aVWAP_peak_343,aVWAP_peak_342,aVWAP_peak_341,aVWAP_peak_340,aVWAP_peak_339,aVWAP_peak_338,aVWAP_peak_337,aVWAP_peak_336,aVWAP_peak_309,aVWAP_peak_308,aVWAP_peak_276,aVWAP_peak_275,aVWAP_peak_274,aVWAP_peak_273,aVWAP_peak_272,aVWAP_peak_243,aVWAP_peak_242,aVWAP_peak_240,aVWAP_peak_223,aVWAP_peak_207,aVWAP_valley_799,aVWAP_valley_764,aVWAP_valley_734,aVWAP_valley_691,aVWAP_valley_690,aVWAP_valley_688,aVWAP_valley_687,aVWAP_valley_661,aVWAP_valley_631,aVWAP_valley_607,aVWAP_valley_590,aVWAP_valley_566,aVWAP_valley_546,aVWAP_valley_517,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-07-15 19:00:00+00:00,PET,1hour,0.125,0.121,0.126,0.1192,5566.0,0.1706561217111254,0.1963154776259744,0.1856730280104111,0.1856730280104111,0.185663175855121,0.1849515747478561,0.1849515747478561,0.1849515747478561,0.1849514776560848,0.1838643190494905,0.1829800513746426,0.1827152796937215,0.1827128847359937,0.1814537548709553,0.1805261425905939,0.1788123364736992,0.175963330283391,0.1674926754375313,0.1674336902513643,0.1674336760839778,0.1673852831643081,0.16657401443533,0.16657401443533,0.16657401443533,0.16657401443533,0.1666511498790377,0.1666511498790377,0.1666828201390743,0.1666850502906846,0.1667112646361956,0.1667112646361956,0.1667112646361956,0.1667112646361956,0.1667112646361956,0.1667112646361956,0.1667112646361956,0.1667120554445617,0.1668888909645708,0.1668955943543851,0.1674738582115718,0.1674738582115718,0.1674738582115718,0.1674738582115718,0.1674739757182685,0.1684642811105701,0.1685106937541295,0.1685337471241254,0.1689688747338628,0.1730101166382726,0.1886783161026448,0.1856347123159656,0.1849275996515856,0.1835583472336298,0.1835206364465864,0.1833200843015112,0.1833077399618572,0.1829448839286981,0.1820900074255817,0.1811011396660751,0.1808688280166515,0.1800824990738876,0.177249512789331,0.167696756745815,0.1807587586979029,0.1817843616899872,"rgba(255, 0, 0, 1.0)",0.0,0.0,0.0,0.0,0.0,0.9812862981286298,0.9253602925360292,False,False,False,False,-0.2326767783931572,-0.2228631669950601,False,False,False,False,770698.0,591824.9152353047,False,False,False,False,8686.135336141891,False,False,False,False
