date,Ticker,Timeframe,Close,Open,High,Low,Volume,color,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL
2025-06-26 14:00:00+00:00,CCM,1hour,5.36,4.91,5.36,4.91,80.0,"rgba(239, 83, 80, 0.75)",15.940716924099672,-38.4769558464192,False,True,False,True,True
2025-07-03 16:00:00+00:00,FORA,1hour,1.99,1.98,1.99,1.98,9.0,"rgba(239, 83, 80, 0.75)",24.3494762733234,-21.761113114722825,False,True,False,True,True
2025-07-02 18:00:00+00:00,AC,1hour,37.4,37.36,37.55,37.36,363.0,"rgba(239, 83, 80, 0.75)",44.97430502169249,-3.86505484188055,False,True,False,True,True
2025-07-02 19:00:00+00:00,VGZ,1hour,0.9804,0.9804,0.9804,0.9804,0.0,"rgba(239, 83, 80, 0.75)",41.209723642020336,-5.661221482677867,False,True,False,True,True
2025-07-03 16:00:00+00:00,IMG,1hour,0.2708,0.2689,0.2708,0.2689,16.0,"rgba(239, 83, 80, 0.75)",38.82677044883029,-14.624384639923306,False,True,False,True,True
