date,Ticker,Timeframe,Close,Open,High,Low,Volume,aVWAP_OB_bull_879,aVWAP_OB_bull_632,aVWAP_OB_bull_467,aVWAP_OB_bear_733,aVWAP_OB_bear_717,aVWAP_OB_bear_649,aVWAP_OB_bear_563,aVWAP_OB_bear_292,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish,aVWAP_OB_bull_755,aVWAP_OB_bull_616,aVWAP_OB_bull_102,aVWAP_OB_bull_65,aVWAP_OB_bear_137
2025-07-10 17:00:00+00:00,IMG,1hour,0.2628,0.2676,0.2676,0.2613,1499.0,0.3025767425741202,0.3077672197514222,0.3675957057828881,0.3034424972847719,0.3041600925842426,0.3061938825118565,0.3139087530601306,0.4120404938315161,0.2986390019326981,"rgba(38, 166, 154, 0.75)",0.0138161907893808,0.2986390019326981,-2.593985743179237,53.563410845966736,-2.678513902256391,True,False,True,False,False,0.0,0.26709,0.3536295,0.0,0.0,0.0,0.0,0,0.8856067187952507,1.0303118061588956,False,False,False,False,-0.2084045371306966,-0.1684408347034664,False,False,False,False,-7067.0,100721.41932415668,False,False,False,False,2754.5357876413304,False,False,False,False,,,,,
2025-07-10 17:00:00+00:00,GTE,1hour,4.715,4.73,4.75,4.715,1286.0,,,,,,,,,4.952921895535618,"rgba(239, 83, 80, 1.0)",0.1124334437758036,4.952921895535618,-2.1161132092515373,35.960895058069624,-7.6713224830555475,False,True,False,True,False,0.0,4.8634,5.094725,0.0,0.0,0.0,0.0,0,0.9378585086042064,0.9794455066921604,False,False,False,False,-0.3428282544153939,-0.3349124650775151,False,False,False,False,77197.0,23486.179092703973,False,False,False,False,3282.0177645621616,False,False,False,False,5.143305146434573,5.057155163467456,5.194728268287738,5.332736057649714,5.05290487687682
