date,Open,High,Low,Close,Volume,OB_avg,color,Liquidity,Liquidity_Level,banker_RSI,SMA_200,ATR,ATR_Regular_Bullish,ATR_Regular_Bearish,ATR_Hidden_Bullish,ATR_Hidden_Bearish,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish,Ticker,Timeframe
2025-05-08 14:45:00+00:00,108.62,108.65,108.62,108.65,420.0,105.69232014090647,"rgba(38, 166, 154, 0.75)",0.0,0.0,9.116898648505682,107.0896,0.4688125000000003,False,False,False,False,0.9887218045112792,0.9679881521986782,False,False,False,False,0.2641342099046281,0.2579288948280523,False,False,False,False,217859.0,216991.9032834561,False,False,False,False,2244.185363666992,False,False,False,False,A,15min
2025-05-08 14:00:00+00:00,108.08,109.17,107.82,108.65,8521.0,107.79274717815515,"rgba(38, 166, 154, 0.75)",0.0,0.0,4.970119173784109,107.98872500000002,1.0273125000000007,False,False,False,False,0.9813214534914928,0.9565777467661428,False,False,False,False,0.3004160227757096,0.236586616711159,False,False,False,False,-759196.0,-807950.5367775463,False,False,False,False,9495.9684899673,False,False,False,False,A,hour
