date,Ticker,Timeframe,Close,High,Low,Open,Volume,TTM_squeeze_Active,squeeze_duration
2025-07-04 00:00:00+00:00,BCE,weekly,22.85,22.935,21.73,21.8,13748195,1,23
2025-07-04 00:00:00+00:00,CIA,weekly,3.59,3.69,3.45,3.65,995940,1,13
2025-07-04 00:00:00+00:00,SOBO,weekly,26.16,26.24,25.12,25.5,2049929,1,27
2025-07-04 00:00:00+00:00,BRAG,weekly,4.32,4.5,4.19,4.24,161078,1,5
2025-07-04 00:00:00+00:00,NVA,weekly,12.1042,13.091,12.1042,12.625,13472,1,20
2025-07-04 00:00:00+00:00,NEXT,weekly,9.14,9.15,8.57,8.75,9449368,1,13
2025-07-04 00:00:00+00:00,DAY,weekly,57.27,57.28,54.5,54.82,6122145,1,12
2025-07-04 00:00:00+00:00,SLS,weekly,2.17,2.2691,1.911,1.95,12161838,1,5
2025-07-04 00:00:00+00:00,REAL,weekly,5.31,5.49,4.71,4.95,10836461,1,14
2025-07-04 00:00:00+00:00,COST,weekly,987.02,996.839,974.5,985.16,7035640,1,7
2025-07-04 00:00:00+00:00,ADN,weekly,2.03,2.1793,1.99,2.1,134309,1,7
2025-07-04 00:00:00+00:00,STLR,weekly,3.44,3.48,3.12,3.12,1222610,1,5
2025-07-04 00:00:00+00:00,AQN,weekly,5.79,5.81,5.63,5.66,25785228,1,6
2025-07-04 00:00:00+00:00,L,weekly,92.39,92.6,89.42,90.37,3316789,1,25
2025-07-04 00:00:00+00:00,APM,weekly,0.96,1.005,0.91,1.0,74869,1,27
2025-07-04 00:00:00+00:00,nan,weekly,11.44,11.52,11.33,11.43,222176,1,11
2025-07-04 00:00:00+00:00,GFL,weekly,48.49,50.59,47.91,50.19,5299989,1,17
2025-07-04 00:00:00+00:00,TH,weekly,7.35,7.37,7.0486,7.21,1222202,1,9
2025-07-04 00:00:00+00:00,AAPL,weekly,213.55,214.65,199.2607,202.01,273599330,1,11
2025-07-04 00:00:00+00:00,URE,weekly,64.1736,64.2257,61.67,61.999,6787,1,7
2025-07-04 00:00:00+00:00,PRU,weekly,109.08,109.99,106.76,106.84,5406601,1,11
2025-07-04 00:00:00+00:00,VOXR,weekly,3.27,3.3,3.03,3.16,2882950,1,9
2025-07-04 00:00:00+00:00,WM,weekly,227.1,230.21,222.15,228.36,7135597,1,16
2025-07-04 00:00:00+00:00,ROOT,weekly,124.71,130.325,122.24,128.81,1184522,1,15
2025-07-04 00:00:00+00:00,GENM,weekly,10.165,10.19,10.13,10.1387,29166,1,11
2025-07-04 00:00:00+00:00,PD,weekly,15.99,16.12,15.09,15.31,6278854,1,7
2025-07-04 00:00:00+00:00,IAU,weekly,62.87,63.3153,61.8,61.88,27988502,1,8
2025-07-04 00:00:00+00:00,RCG,weekly,2.65,2.6606,2.5533,2.56,36966,1,22
2025-07-04 00:00:00+00:00,CNL,weekly,11.885,11.98,10.5,10.64,207308,1,11
2025-07-04 00:00:00+00:00,AGI,weekly,26.99,27.2,25.55,25.65,9702881,1,11
2025-07-04 00:00:00+00:00,NUMI,weekly,24.355,24.5332361731,24.355,24.3737352471,7824,1,6
2025-07-04 00:00:00+00:00,FNV,weekly,165.09,166.77,160.58,161.52,2321982,1,8
2025-07-04 00:00:00+00:00,DIV,weekly,17.85,17.89,17.3828786192,17.4723273942,720373,1,7
2025-07-04 00:00:00+00:00,ET,weekly,17.97,18.28,17.7,18.205,45363117,1,12
2025-07-04 00:00:00+00:00,BR,weekly,242.13,245.38,232.88,239.8,2232180,1,18
2025-07-04 00:00:00+00:00,WELL,weekly,152.77,154.795,148.9719,151.87,12286406,1,15
2025-07-04 00:00:00+00:00,SJ,weekly,0.8512,0.9205,0.7699,0.808,94321,1,55
2025-07-04 00:00:00+00:00,EDV,weekly,65.61,66.97,65.4001,66.0215515519,2873478,1,6
2025-07-04 00:00:00+00:00,PET,weekly,0.165,0.257,0.1012,0.1083,156882023,1,8
2025-07-04 00:00:00+00:00,ARIS,weekly,24.38,24.71,22.7982,23.84,2811010,1,7
2025-07-04 00:00:00+00:00,FORA,weekly,1.96,2.08,1.95,2.08,39156,1,13
2025-07-04 00:00:00+00:00,MOGO,weekly,2.2,3.83,1.17,1.23,278431633,1,9
2025-07-04 00:00:00+00:00,WPRT,weekly,3.19,3.2,2.93,3.0,89221,1,7
2025-07-04 00:00:00+00:00,TRX,weekly,0.3325,0.336934,0.321,0.3235,1008087,1,25
2025-07-04 00:00:00+00:00,AUMN,weekly,0.1666,0.19,0.1655,0.178,52757,1,13
2025-07-04 00:00:00+00:00,CSCI,weekly,3.41,3.46,3.25,3.25,7523,1,6
2025-07-04 00:00:00+00:00,SMC,weekly,25.29,25.8075,23.53,25.62,570571,1,8
2025-07-04 00:00:00+00:00,AC,weekly,37.36,37.61,37.11,37.61,7291,1,33
2025-07-04 00:00:00+00:00,PZA,weekly,22.38,22.46,22.34,22.35,4100412,1,10
2025-07-04 00:00:00+00:00,CNR,weekly,72.78,74.15,64.5695,65.55,5030060,1,14
2025-07-04 00:00:00+00:00,IAG,weekly,7.48,7.5663,7.15,7.15,48633164,1,9
2025-07-04 00:00:00+00:00,ECO,weekly,23.19,23.29,21.27,21.69,490260,1,6
2025-07-04 00:00:00+00:00,VBNK,weekly,11.6,11.75,11.3320357926,11.5317192427,90396,1,5
2025-07-04 00:00:00+00:00,FTS,weekly,47.41,48.07,46.79,47.22,1837063,1,8
2025-07-04 00:00:00+00:00,T,weekly,28.36,29.19,28.1,28.12,136664603,1,14
2025-07-04 00:00:00+00:00,GOOG,weekly,180.55,181.58,174.66,180.785,102356309,1,12
2025-07-04 00:00:00+00:00,CCO,weekly,1.24,1.24,1.15,1.22,6176277,1,11
2025-07-04 00:00:00+00:00,ONC,weekly,245.49,247.52,239.25,243.99,1275222,1,15
2025-07-04 00:00:00+00:00,SES,weekly,0.8821,0.93,0.8325,0.9006,25302306,1,6
2025-07-04 00:00:00+00:00,TPZ,weekly,20.27,20.5,20.02,20.36,48915,1,12
2025-07-04 00:00:00+00:00,AEM,weekly,120.06,121.1,115.4,116.68,7744225,1,10
2025-07-04 00:00:00+00:00,QTRH,weekly,1.0,1.037,1.0,1.01,352214,1,6
2025-07-04 00:00:00+00:00,FSV,weekly,178.79,178.93,171.625,172.82,812706,1,16
2025-07-04 00:00:00+00:00,FF,weekly,4.17,4.18,3.8704,3.95,721646,1,13
2025-07-04 00:00:00+00:00,ENB,weekly,44.74,45.36,44.125,44.72,12853504,1,9
2025-01-10 00:00:00+00:00,FM,weekly,27.19,27.25,27.12,27.12,57505,1,31
2025-07-04 00:00:00+00:00,CURA,weekly,0.83645,0.8819,0.7656,0.77055,1146354,1,11
2025-07-04 00:00:00+00:00,QIPT,weekly,1.78,1.85,1.75,1.8,1312457,1,7
2025-07-04 00:00:00+00:00,WFG,weekly,76.46,77.59,72.39,73.29,905652,1,15
2025-07-04 00:00:00+00:00,PPL,weekly,33.81,34.24,33.32,33.38,17396474,1,18
2025-07-04 00:00:00+00:00,TVE,weekly,23.39,23.46,23.03,23.2,257692,1,15
2025-07-04 00:00:00+00:00,GAU,weekly,1.32,1.34,1.23,1.25,5089748,1,8
