date,Ticker,Timeframe,Close,High,Low,Open,Volume,SMA_50,SMA_200
2025-07-03 00:00:00+00:00,TRP,daily,48.15,48.5003,47.92,48.0,2123593,48.908806933782,46.328915409245
2025-07-03 00:00:00+00:00,CURA,daily,0.83645,0.85,0.816,0.85,117555,0.86264622,1.5700951300000003
2025-07-03 00:00:00+00:00,LB,daily,66.87,68.0,66.01,67.76,121865,73.34038027778,65.79580633631049
2025-07-03 00:00:00+00:00,WM,daily,227.1,227.31,223.07,224.51,1525978,232.14229737935003,220.40736905492952
2025-07-03 00:00:00+00:00,FC,daily,22.1,22.44,21.14,22.26,467756,22.437200000000004,31.68705
2025-07-03 00:00:00+00:00,SES,daily,0.8821,0.9042,0.875,0.89,4202308,0.91396,0.7749119999999999
2025-07-03 00:00:00+00:00,CIA,daily,3.59,3.69,3.545,3.6,163135,3.7964,4.3346
2025-07-03 00:00:00+00:00,WEED,daily,10.0618,10.29,10.035,10.05,20367,10.707281999999998,16.582300500000002
2025-07-03 00:00:00+00:00,AVNT,daily,34.43,34.7525,34.3,34.73,321800,35.14621726491,41.24027622112151
2025-07-03 00:00:00+00:00,ADN,daily,2.03,2.07,2.0,2.07,20343,2.433118,3.8347825
2025-07-03 00:00:00+00:00,ROOT,daily,124.71,128.5,122.57,123.78,245991,138.6554,102.486
2025-07-03 00:00:00+00:00,NEO,daily,7.55,7.695,7.4,7.42,1109777,7.688499999999999,12.189075
2025-07-03 00:00:00+00:00,IMG,daily,0.2707,0.2748,0.2671,0.27,144106,0.459486,0.6261405
2025-07-03 00:00:00+00:00,FLNT,daily,2.02,2.065,1.93,1.93,11742,2.082048,2.58628
2025-07-03 00:00:00+00:00,FTS,daily,47.41,47.505,47.02,47.02,338179,47.765677570168,44.298657047545504
2025-07-03 00:00:00+00:00,PBH,daily,79.98,80.6921,79.795,80.4,243045,83.95540000000001,80.56644999999999
2023-11-15 00:00:00+00:00,PYR,daily,0.3799,0.3799,0.3502,0.3502,29889,0.438556,0.68646586
2025-07-03 00:00:00+00:00,TSLA,daily,315.35,318.45,312.76,317.99,58042302,317.31940000000003,314.4988
2025-07-03 00:00:00+00:00,EXE,daily,108.74,111.42,107.94,111.42,1807029,113.445875097022,100.45085103952748
2025-07-03 00:00:00+00:00,VGZ,daily,0.9964,1.01,0.975,0.975,251584,1.033992,0.7578989749999999
2023-03-21 00:00:00+00:00,ISO,daily,0.7616,0.7616,0.7616,0.7616,0,1.12929,1.8034625
2025-07-03 00:00:00+00:00,CWEB,daily,37.88,38.0675,37.505,37.62,319134,38.7264,38.1677663436965
2022-11-04 00:00:00+00:00,IS,daily,2.74,2.96,2.72,2.91,12005512,3.5618,4.1011500000000005
2025-07-03 00:00:00+00:00,EQX,daily,5.8,5.87,5.71,5.85,10925711,6.424600000000001,6.152099999999999
2025-07-03 00:00:00+00:00,K,daily,80.0,80.055,79.84,80.0,1739002,81.13388498186,80.48722546514
2025-07-03 00:00:00+00:00,TMQ,daily,1.35,1.38,1.31,1.36,166591,1.40137,1.18543225
2025-07-03 00:00:00+00:00,S,daily,18.45,18.7,18.25,18.25,2738642,18.5686,21.95135
2023-10-27 00:00:00+00:00,EGLX,daily,0.25,0.32,0.25,0.29,220126,0.363452,0.52117325
2025-07-03 00:00:00+00:00,CSCI,daily,3.41,3.41,3.41,3.41,284,3.4929140000000003,3.230533
2025-07-03 00:00:00+00:00,ALC,daily,87.78,88.92,87.24,88.85,1667063,89.596282800396,90.03237987021501
2025-07-03 00:00:00+00:00,DAY,daily,57.27,57.28,55.92,55.94,784116,57.88719999999999,64.369
2025-02-24 00:00:00+00:00,TCS,daily,0.14046,0.14046,0.14046,0.14046,0,0.7256268,8.0269472
2025-07-03 00:00:00+00:00,ACB,daily,4.54,4.61,4.49,4.5,708073,5.0062,4.8751
2025-07-03 00:00:00+00:00,TAL,daily,10.04,10.15,9.98,10.01,2246615,10.1652,10.9439
2025-07-03 00:00:00+00:00,EFX,daily,261.81,263.34,260.7,262.56,386682,263.73393297804,259.5156785440345
2025-07-03 00:00:00+00:00,COPR,daily,0.3,0.3,0.3,0.3,0,0.31878,0.316369
