date,Close,High,Low,Open,Volume,aVWAP_OB_bear_160,aVWAP_OB_bear_152,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,90.3749521567,92.4883764783,85.513128493,85.8637863401,1126818,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,89.00075248565,89.00075248565,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1126818.0,False,False,False,False
2022-01-07 00:00:00+00:00,87.0294867507,92.1851048268,85.2667202762,90.9814954597,1032949,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,88.7259125515,89.00075248565,-1,0,,,False,False,False,False,,,False,False,False,False,-1032949,-76514.74074074073,False,False,False,False,1119864.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,92.1851048268,96.5067258611,85.427833341,87.5128259453,1500852,,,0.0,0.0,0.0,0.0,,#000000,,,,13.84012618938383,-77.68025237876765,False,False,False,True,True,,88.7259125515,90.96727960105,1,0,,,False,False,False,False,,,False,False,False,False,467903,-36187.50068587105,False,False,False,False,1148086.0192043895,False,False,False,False
2022-01-21 00:00:00+00:00,84.0157247136,93.4313617698,83.4186586496,92.5357626738,1213857,,,0.0,0.0,0.0,0.0,,#000000,,,,17.491661466376883,-73.5511269027563,False,False,False,True,True,,88.4250102097,90.96727960105,-1,0,,,False,False,False,False,,,False,False,False,False,-745954,-88762.79693136207,False,False,False,False,1152957.943707768,False,False,False,False
2022-01-28 00:00:00+00:00,87.6739390102,88.2046644004,81.2578481325,82.0255045004,1541069,,,0.0,0.0,0.0,0.0,85.71215051436667,#000000,,85.71215051436667,,23.39674858284485,-66.91589218048165,False,False,False,True,True,,84.73125626645,90.96727960105,1,0,,,False,False,False,False,,,False,False,False,False,795115,-23290.367529038966,False,False,False,False,1181706.910840526,False,False,False,False
2022-02-04 00:00:00+00:00,90.8962003077,94.5733690826,85.9301270139,87.654984532,1249070,,,0.0,0.0,0.0,0.0,87.84057389621898,#000000,,87.84057389621898,,29.944984147046444,-59.4857008857293,False,False,False,True,True,,84.73125626645,90.96727960105,-1,0,,,False,False,False,False,,,False,False,False,False,2044185,129855.95599163057,False,False,False,False,1186696.7692967833,False,False,False,False
2022-02-11 00:00:00+00:00,94.3080063875,96.3835217527,88.0245968573,90.6213603735,1366249,,,0.0,0.0,0.0,0.0,89.50542795751,#000000,,89.50542795751,,36.624307665528974,-51.828118847335595,False,False,False,False,True,,92.204059305,92.204059305,1,0,,,False,False,False,False,,,False,False,False,False,3410434,372861.73702928756,False,False,False,False,1199996.9345340587,False,False,False,False
2022-02-18 00:00:00+00:00,91.4837891326,94.5828463217,89.9010902012,94.3080063875,1436384,,,0.0,0.0,0.0,0.0,90.14334249875417,#000000,,90.14334249875417,,40.2405331078161,-47.03160562908518,False,False,False,False,True,,92.204059305,92.204059305,-1,1,,,False,False,False,False,,,False,False,False,False,1974050,491468.27502711816,False,False,False,False,1217507.087531536,False,False,False,False
2022-02-25 00:00:00+00:00,92.5547171521,94.7250049083,84.4706321909,91.0099271771,1549810,,,0.0,0.0,0.0,0.0,90.23883810562876,#000000,,90.23883810562876,,43.53358125606704,-42.406884116547516,False,False,True,False,True,,92.204059305,92.204059305,1,1,,,False,False,False,False,,,False,False,False,False,3523860,716089.8842843686,False,False,False,False,1242122.1180847555,False,False,False,False
2022-03-04 00:00:00+00:00,92.1756275876,97.2459505117,91.0715292313,91.6449021975,1508737,,,0.0,0.0,0.0,0.0,92.15243325623605,#000000,,92.15243325623605,,45.88549568383328,-38.5840834866037,True,False,True,False,True,,92.204059305,92.204059305,-1,1,,,False,False,False,False,,,False,False,False,False,2015123,812314.5595225635,False,False,False,False,1261871.3685969957,False,False,False,False
