date,Open,High,Low,Close,Volume,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-23 13:30:00+00:00,4.165,4.165,4.165,4.165,0.0,#000000,-1.0,4.1675,,,,,,False,False,False,False,False,,4.165,4.165,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:35:00+00:00,4.165,4.165,4.165,4.165,0.0,#000000,0.0,0.0,,,,,,False,False,False,False,False,,4.165,4.165,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:40:00+00:00,4.165,4.165,4.165,4.165,0.0,#000000,0.0,0.0,,,,,,False,False,False,False,False,,4.165,4.165,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:45:00+00:00,4.165,4.165,4.165,4.165,0.0,#000000,0.0,0.0,,,,,,False,False,False,False,False,,4.165,4.165,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:50:00+00:00,4.165,4.165,4.165,4.165,0.0,#000000,0.0,0.0,,,,,,False,False,False,False,False,,4.165,4.165,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:55:00+00:00,4.165,4.165,4.16,4.16,100.0,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,,False,False,False,True,False,,4.1625,4.165,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100.0,-1.550387596899225,False,False,False,False,1.550387596899225,False,False,False,False
2025-06-23 14:00:00+00:00,4.2,4.2,4.2,4.2,57.0,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,16.256684491978646,-82.51336898395729,False,False,False,True,True,,4.1625,4.2,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43.0,-2.1930172465597018,False,False,False,False,2.4100715101255936,False,False,False,False
2025-06-23 14:05:00+00:00,4.2,4.2,4.2,4.2,0.0,#000000,0.0,0.0,,,,29.5576081672339,-69.12377248420034,False,False,False,False,True,,4.2,4.2,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43.0,-2.8256836458378456,False,False,False,False,2.3727060603562045,False,False,False,False
2025-06-23 14:10:00+00:00,4.2,4.2,4.2,4.2,0.0,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,40.440182083351836,-58.009036991205214,False,False,True,False,True,,4.2,4.2,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43.0,-3.4485412637318325,False,False,False,False,2.3359199198855656,False,False,False,False
2025-06-23 14:15:00+00:00,4.2,4.2,4.2,4.2,0.0,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,49.34410619653924,-48.699687533397345,False,False,True,False,True,,4.2,4.2,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43.0,-4.061742174371649,False,False,False,False,2.2997041071741613,False,False,False,False
