date,Close,High,Low,Open,Volume,aVWAP_OB_bull_616,aVWAP_OB_bull_573,aVWAP_OB_bull_466,aVWAP_OB_bull_442,aVWAP_OB_bull_353,aVWAP_OB_bear_764,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,10.708476641,10.708476641,10.3431554762,10.4649291978,15009,,,,,,,#000000,,,,,,False,False,False,False,False,,10.5258160586,10.5258160586,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,15009.0,False,False,False,False
2022-01-04 00:00:00+00:00,10.6247572074,10.7998069321,10.6247572074,10.6932549258,59677,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,10.5258160586,10.71228206975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59677,-2340.2745098039213,False,False,False,False,16760.686274509804,False,False,False,False
2022-01-05 00:00:00+00:00,10.594313777,10.8279671052,10.518205201,10.7465309289,31760,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,10.5258160586,10.71228206975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-91437,-5834.263744713571,False,False,False,False,17348.894655901575,False,False,False,False
2022-01-06 00:00:00+00:00,10.5638703466,10.7066500351,10.5105943434,10.6399789226,8028,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,10.5258160586,10.71228206975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-99465,-9506.057323352255,False,False,False,False,16983.369375277984,False,False,False,False
2022-01-07 00:00:00+00:00,10.670422353,10.7160874986,10.5867029194,10.5867029194,9020,,,,,,,#000000,,,,8.282623190068323,-41.965855505633726,False,False,False,True,True,,10.5258160586,10.71228206975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90445,-12680.133506750208,False,False,False,False,16671.08038016904,False,False,False,False
2022-01-10 00:00:00+00:00,10.556259489,10.6552006378,10.4649291978,10.6552006378,26139,,,,,,,#000000,,,,12.243052112954334,-38.32302240699593,False,False,False,True,True,,10.5258160586,10.71228206975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-116584,-16754.794937858045,False,False,False,False,17042.37134565261,False,False,False,False
2022-01-11 00:00:00+00:00,10.670422353,10.708476641,10.5486486314,10.5486486314,11511,,,,,,,#000000,,,,18.841764676453785,-32.17386309284302,False,False,False,True,True,,10.5258160586,10.71228206975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105073,-20218.253959902828,False,False,False,False,16825.454822293683,False,False,False,False
2022-01-12 00:00:00+00:00,10.7921960745,10.8454720777,10.6856440682,10.7008657834,28820,,,,,,,#000000,,,,26.385480973859117,-25.21044013863758,False,False,False,True,True,,10.76555807295,10.76555807295,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76253,-22415.69498108311,False,False,False,False,17295.82914298805,False,False,False,False
2022-01-13 00:00:00+00:00,10.7541417865,10.8454720777,10.7160874986,10.7693635017,20901,,,,,,,#000000,,,,31.78652624462987,-20.425504622856895,False,False,False,False,True,,10.76555807295,10.78077978815,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-97154,-25346.60890339358,False,False,False,False,17437.208392282635,False,False,False,False
2022-01-14 00:00:00+00:00,10.8302503625,10.8835263657,10.632368065,10.6856440682,29079,,,,,,,#000000,,,,37.237192811970395,-15.615286645403671,False,False,True,False,True,,10.75794721535,10.78077978815,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-68075,-27022.232083652656,False,False,False,False,17893.7492396441,False,False,False,False
