date,Open,High,Low,Close,Volume,aVWAP_OB_bull_840,aVWAP_OB_bull_708,aVWAP_OB_bull_302,aVWAP_OB_bear_270,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,2.495,2.6,2.465,2.575,25.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,2.5324999999999998,2.5324999999999998,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,25.0,False,False,False,False
2024-12-02 16:00:00+00:00,2.575,2.585,2.51,2.515,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,0.0,,False,False,False,True,False,,2.5324999999999998,2.5475,-1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,24.612403100775193,False,False,False,False
2024-12-02 17:00:00+00:00,2.515,2.515,2.34,2.34,100.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,0.0,-50.0,False,False,False,True,True,,2.4275,2.4275,-1,0,,,False,False,False,False,,,False,False,False,False,-100.0,-1.550387596899225,False,False,False,False,25.78120305270116,False,False,False,False
2024-12-02 18:00:00+00:00,2.34,2.34,2.26,2.26,200.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,0.0,-50.0,False,False,False,True,True,,2.3,2.3,-1,0,,,False,False,False,False,,,False,False,False,False,-300.0,-6.1775133705907095,False,False,False,False,28.482269672039124,False,False,False,False
2024-12-02 19:00:00+00:00,2.26,2.29,2.225,2.235,100.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,0.0,-50.0,False,False,False,True,True,,2.2575000000000003,2.2575000000000003,-1,0,,,False,False,False,False,,,False,False,False,False,-400.0,-12.28328835709318,False,False,False,False,29.59107169262766,False,False,False,False
2024-12-02 20:00:00+00:00,2.235,2.26,2.185,2.25,181.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,1.551087302558443,-48.57816997265476,False,False,False,True,True,,2.2225,2.2575000000000003,1,0,,,False,False,False,False,,,False,False,False,False,-219.0,-15.488198615122744,False,False,False,False,31.938496937703203,False,False,False,False
2024-12-03 15:00:00+00:00,2.25,2.33,2.25,2.33,100.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,9.185948212192798,-41.6657189889654,False,False,False,True,True,,2.29,2.29,1,0,,,False,False,False,False,,,False,False,False,False,-119.0,-17.09303274512084,False,False,False,False,32.993714039444235,False,False,False,False
2024-12-03 16:00:00+00:00,2.33,2.375,2.33,2.375,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,17.30414937175704,-34.702050730127816,False,False,False,True,True,,2.3525,2.3525,1,0,,,False,False,False,False,,,False,False,False,False,-119.0,-18.67298572581664,False,False,False,False,32.48218358922029,False,False,False,False
2024-12-03 17:00:00+00:00,2.25,2.26,2.235,2.235,34.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,19.794608399773452,-33.16516113267615,False,False,False,True,True,,2.2474999999999996,2.3525,-1,0,,,False,False,False,False,,,False,False,False,False,-153.0,-20.75557509440863,False,False,False,False,32.50571562659672,False,False,False,False
2024-12-03 18:00:00+00:00,2.235,2.235,2.23,2.23,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,21.484639331137892,-32.19595128536066,False,False,False,True,True,,2.2325,2.2325,-1,0,,,False,False,False,False,,,False,False,False,False,-153.0,-22.80587625573563,False,False,False,False,32.00175104323863,False,False,False,False
2024-12-03 19:00:00+00:00,2.23,2.23,2.145,2.15,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,,,21.415027660802014,-32.19595128536066,False,False,False,True,True,,2.1875,2.1875,-1,0,,,False,False,False,False,,,False,False,False,False,-153.0,-24.824389802158333,False,False,False,False,31.505599864273687,False,False,False,False
2024-12-03 20:00:00+00:00,2.15,2.15,2.055,2.095,120.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.1,,20.660248918476583,-32.19595128536066,False,False,False,True,True,,2.1025,2.1025,-1,0,,,False,False,False,False,,,False,False,False,False,-273.0,-28.672073681194636,False,False,False,False,32.87760606792836,False,False,False,False
2024-12-04 15:00:00+00:00,2.15,2.185,2.13,2.185,265.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.1458874458874457,,24.134884389512322,-30.509396016713495,False,False,False,True,True,,2.1025,2.1574999999999998,1,0,,,False,False,False,False,,,False,False,False,False,-8.0,-28.351576414819526,False,False,False,False,36.476402873076765,False,False,False,False
2024-12-04 16:00:00+00:00,2.185,2.185,2.165,2.165,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.1458874458874457,,26.236395210398115,-28.682806054008207,False,False,False,True,True,,2.1025,2.175,-1,0,,,False,False,False,False,,,False,False,False,False,-8.0,-28.036048098310694,False,False,False,False,35.91087724713759,False,False,False,False
2024-12-04 17:00:00+00:00,2.165,2.18,2.165,2.18,100.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.151890034364261,,28.37128823926875,-26.780093560601966,False,False,False,True,True,,2.1725000000000003,2.175,1,0,,,False,False,False,False,,,False,False,False,False,92.0,-26.175024096786498,False,False,False,False,36.904507057259494,False,False,False,False
2024-12-04 18:00:00+00:00,2.18,2.225,2.18,2.225,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.151890034364261,,31.72469163848809,-23.72428298872699,False,False,False,True,True,,2.4321875,2.175,1,0,,,False,False,False,False,,,False,False,False,False,92.0,-24.34285318055725,False,False,False,False,36.33234415714694,False,False,False,False
2024-12-04 19:00:00+00:00,2.225,2.225,2.205,2.205,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.151890034364261,,33.6035068340927,-22.057337005433713,False,False,False,True,True,,2.4231249999999998,2.175,1,0,,,False,False,False,False,,,False,False,False,False,92.0,-22.539088014967213,False,False,False,False,35.769051999671795,False,False,False,False
2024-12-04 20:00:00+00:00,2.205,2.205,2.19,2.19,174.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.1632726353060185,,34.553217783280985,-21.176654370573807,False,False,False,True,True,,2.3943749999999997,2.175,1,0,,,False,False,False,False,,,False,False,False,False,-82.0,-23.460962619386322,False,False,False,False,37.9121674725451,False,False,False,False
2024-12-05 15:00:00+00:00,2.19,2.19,2.19,2.19,0.0,,,,,0.0,0.0,0.0,0.0,#000000,,2.1632726353060185,,35.2315827469869,-20.443593034519903,False,False,False,True,True,,2.3540625,2.175,1,0,,,False,False,False,False,,,False,False,False,False,-82.0,-24.368544594279555,False,False,False,False,37.3243819303351,False,False,False,False
