date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_155,aVWAP_OB_bull_136,aVWAP_OB_bull_120,aVWAP_OB_bull_107,aVWAP_OB_bull_95,aVWAP_OB_bull_63,aVWAP_OB_bull_41,aVWAP_OB_bear_90,aVWAP_OB_bear_32,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,42.7309359636,42.9612212538,42.425070747,42.425070747,144917,,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,42.6931460004,42.6931460004,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,144917.0,False,False,False,False
2022-01-07 00:00:00+00:00,43.5542728951,43.7480653605,42.8402414863,42.9439260762,74173,,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,43.294153423400004,43.294153423400004,1,0,,,False,False,False,False,,,False,False,False,False,74173,5494.296296296296,False,False,False,False,139676.7037037037,False,False,False,False
2022-01-14 00:00:00+00:00,44.1793206149,44.456908216,42.9699553185,43.142820619,104179,,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,43.71343176725,43.71343176725,1,0,,,False,False,False,False,,,False,False,False,False,178352,18298.57064471879,False,False,False,False,137047.24417009603,False,False,False,False
2022-01-21 00:00:00+00:00,42.8488025992,44.0335222674,42.8488025992,43.6789711258,162512,,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,88.76252840040948,39.289284881640285,False,False,True,False,False,,43.4411624333,43.71343176725,-1,0,,,False,False,False,False,,,False,False,False,False,15840,18116.454300665548,False,False,False,False,138933.52237971855,False,False,False,False
2022-01-28 00:00:00+00:00,42.381832803,42.9266308986,41.5507995174,42.1569954937,154810,,,,,,,,,,,0.0,0.0,0.0,0.0,42.28642107300001,#000000,,42.28642107300001,,78.26718707023602,29.68098003724181,False,False,True,False,False,,42.238715208,43.71343176725,1,0,,,False,False,False,False,,,False,False,False,False,-138970,6480.420648764397,False,False,False,False,140109.55775899865,False,False,False,False
2022-02-04 00:00:00+00:00,43.142820619,43.4714289942,42.2607665595,42.2780617371,117385,,,,,,,,,,,0.0,0.0,0.0,0.0,42.57618779718679,#000000,,42.57618779718679,,72.9381052065926,25.258745680268675,False,False,True,False,False,,42.238715208,43.71343176725,-1,0,,,False,False,False,False,,,False,False,False,False,-21585,4401.500600707775,False,False,False,False,138426.25718425802,False,False,False,False
2022-02-11 00:00:00+00:00,43.3417151619,44.3356690208,43.2206489184,43.4152196668,118940,,,,,,,,,,,0.0,0.0,0.0,0.0,42.8974551577764,#000000,,42.8974551577764,,69.37804405758223,22.523607512511433,False,False,True,False,False,,42.238715208,43.7781589696,-1,0,,,False,False,False,False,,,False,False,False,False,97355,11286.945000655347,False,False,False,False,136982.83072616483,False,False,False,False
2022-02-18 00:00:00+00:00,42.9575892665,43.6962663035,42.7676017402,42.9871640203,129957,,,,,,,,,,,0.0,0.0,0.0,0.0,42.958065432509855,#000000,,42.958065432509855,,65.2628337866976,19.18372995161316,False,False,True,False,False,,42.238715208,43.7781589696,-1,1,,,False,False,False,False,,,False,False,False,False,-32602,8035.912037643839,False,False,False,False,136462.398820523,False,False,False,False
2022-02-25 00:00:00+00:00,42.4272326443,42.7450315334,40.5398963845,42.5980225234,83323,,,,,,,,,,,0.0,0.0,0.0,0.0,42.81276223102585,#000000,,42.81276223102585,,60.52462689652569,15.199976612924559,False,False,False,False,False,,42.238715208,43.7781589696,-1,1,,,False,False,False,False,,,False,False,False,False,-115925,-1146.377742922371,False,False,False,False,132526.14705603983,False,False,False,False
2022-03-04 00:00:00+00:00,39.7114573756,41.9926913061,39.3984146603,41.5430166875,91066,,,,,,,,,,,0.0,0.0,0.0,0.0,42.49258335113829,#000000,,42.49258335113829,,52.66618135026286,8.214471862678487,False,True,False,True,False,,42.238715208,43.7781589696,-1,0,,,False,False,False,False,,,False,False,False,False,-206991,-16394.127539742934,False,False,False,False,129455.02505188873,False,False,False,False
2022-03-11 00:00:00+00:00,39.6308618478,40.6177246838,38.460497177,39.4848905485,143280,,,,,,,,,,,0.0,0.0,0.0,0.0,40.78149007070673,#000000,,40.78149007070673,,46.47909273274359,2.899056281799261,False,True,False,True,False,,42.238715208,34.4232622418375,-1,0,,,False,False,False,False,,,False,False,False,False,-350271,-41125.7477219842,False,False,False,False,130479.09727026735,False,False,False,False
2022-03-18 00:00:00+00:00,41.9529123975,41.9753961284,39.8359826546,40.081574177,145823,,,,,,,,,,,0.0,0.0,0.0,0.0,41.151773065997915,#000000,,41.151773065997915,,46.55694048872964,2.899056281799261,False,True,False,True,False,,42.238715208,35.4095846036,-1,0,,,False,False,False,False,,,False,False,False,False,-204448,-53223.69233517055,False,False,False,False,131615.68265765495,False,False,False,False
2022-03-25 00:00:00+00:00,42.3385948589,42.3385948589,41.6900256974,41.949453362,127305,,,,,,,,,,,0.0,0.0,0.0,0.0,41.425712642462244,#000000,,41.425712642462244,,47.20251200514399,2.899056281799261,False,True,False,True,True,,42.238715208,36.790928822637504,1,0,,,False,False,False,False,,,False,False,False,False,-77143,-54995.492902935686,False,False,False,False,131296.372831162,False,False,False,False
2022-04-01 00:00:00+00:00,42.8492894554,42.9839992057,41.9377767145,42.103332035,120546,,,,,,,,,,,0.0,0.0,0.0,0.0,41.95955488203168,#000000,,41.95955488203168,,48.44173166484145,2.899056281799261,False,True,False,False,True,,47.6226044368,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,43403,-47706.715650866376,False,False,False,False,130500.04891774259,False,False,False,False
2022-04-08 00:00:00+00:00,42.3128030826,42.8642765686,41.885496087,42.6958458136,74175,,,,,,,,,,,0.0,0.0,0.0,0.0,41.97891193215532,#000000,,41.97891193215532,,48.598738701364226,2.899056281799261,False,True,False,False,True,,47.456327334425,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-30772,-46452.29226932072,False,False,False,False,126327.82307198388,False,False,False,False
2022-04-15 00:00:00+00:00,42.1258127048,42.2863142313,41.7460810802,42.2863142313,61523,,,,,,,,,,,0.0,0.0,0.0,0.0,41.96265282587901,#000000,,41.96265282587901,,48.44730501841896,2.899056281799261,False,True,False,False,True,,46.9619102020375,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-92295,-49848.04839751918,False,False,False,False,121527.46580739248,False,False,False,False
2022-04-22 00:00:00+00:00,40.9923687,42.3734486105,40.9923687,42.0859051591,127380,,,,,,,,,,,0.0,0.0,0.0,0.0,41.8408435845112,#000000,,41.8408435845112,,46.8397786398781,2.899056281799261,False,True,False,True,True,,46.239891337225004,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-219675,-62427.82259029554,False,False,False,False,121960.98685869673,False,False,False,False
2022-04-29 00:00:00+00:00,40.0295338097,40.8137432227,39.7507037963,40.6394744642,151579,,,,,,,,,,,0.0,0.0,0.0,0.0,41.54076726434671,#000000,,41.54076726434671,,44.555004168837485,1.928491930720611,False,True,False,True,False,,44.169023786362494,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-371254,-85303.83573175513,False,False,False,False,124154.91375805253,False,False,False,False
2022-05-06 00:00:00+00:00,39.5292953387,41.1797076153,39.2453243968,39.9249725547,376409,,,,,,,,,,,0.0,0.0,0.0,0.0,41.09101997789947,#000000,,41.09101997789947,,42.29736860207135,-0.40190194652639377,False,True,False,True,False,,44.0157496748,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-747663,-134367.47752940288,False,False,False,False,142840.40162782642,False,False,False,False
2022-05-13 00:00:00+00:00,39.0910094113,39.1407631418,37.9818758983,38.8793600042,118238,,,,,,,,,,,0.0,0.0,0.0,0.0,40.35860904666969,#000000,,40.35860904666969,,40.139302706031614,-2.6285879828293375,False,True,False,True,False,,42.065635123725,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-865901,-188555.14586055823,False,False,False,False,141018.0015072467,False,False,False,False
2022-05-20 00:00:00+00:00,39.8029844238,39.9249725547,38.9229271938,39.0013481351,140181,,,,,,,,,,,0.0,0.0,0.0,0.0,40.38256182174139,#000000,,40.38256182174139,,39.71750023919038,-3.1961574619129607,False,True,False,True,False,,43.0608190527,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-725720,-228345.13505607244,False,False,False,False,140956.00139559878,False,False,False,False
2022-05-27 00:00:00+00:00,41.3365494979,41.3801166875,40.192736502,40.2386563199,98136,,,,,,,,,,,0.0,0.0,0.0,0.0,40.517053373199666,#000000,,40.517053373199666,,41.61541777153967,-3.1961574619129607,False,True,False,True,True,,44.6223869378875,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-627584,-257918.38431117818,False,False,False,False,137784.14944036925,False,False,False,False
2022-06-03 00:00:00+00:00,41.0577194844,41.554385446,40.6525446211,41.2232748049,74301,,,,,,,,,,,0.0,0.0,0.0,0.0,40.689115159692356,#000000,,40.564848526859876,,42.76311412535877,-3.1961574619129607,False,True,False,True,True,,44.91057300542499,37.2991714834,1,0,,,False,False,False,False,,,False,False,False,False,-701885,-290804.8002881279,False,False,False,False,133081.69392626782,False,False,False,False
2022-06-10 00:00:00+00:00,38.8183659387,41.4933913805,38.7138046837,41.3801166875,261632,,,,,,,,,,,0.0,0.0,0.0,0.0,40.36626299858039,#000000,,40.19767195549916,,41.487429729676805,-3.1961574619129607,False,True,False,True,True,,44.740530264374996,37.2991714834,1,1,,,False,False,False,False,,,False,False,False,False,-963517,-340635.3336001184,False,False,False,False,142603.93882061835,False,False,False,False
2022-06-17 00:00:00+00:00,36.9275499098,38.2607059118,36.792491622,37.9121683949,256634,,,,,,,,,,,0.0,0.0,0.0,0.0,39.77834265852921,#000000,,39.54292503461578,,39.189209118855864,-4.304685002542541,False,True,False,True,False,,42.405328901500006,37.2991714834,-1,0,,,False,False,False,False,,,False,False,False,False,-1220151,-405784.6422223319,False,False,False,False,151050.61001909108,False,False,False,False
2022-06-24 00:00:00+00:00,37.9252385518,37.9341600382,36.7374226944,37.5636308781,267838,,,,,,,,,,,0.0,0.0,0.0,0.0,39.45532138421132,#000000,,39.205018524977106,,38.66179377552965,-5.0034937125859,False,True,False,True,False,,42.1976736659375,32.4739090666625,-1,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-952313,-446268.2242799369,False,False,False,False,159701.52779545472,False,False,False,False
2022-07-01 00:00:00+00:00,37.300734506,38.3267054384,36.7119164057,37.8895526063,158213,,,,,,,,,,,0.0,0.0,0.0,0.0,39.305897002558886,#000000,,39.05326890836574,,37.82336945488668,-6.032819822589744,False,True,False,True,False,,42.1976736659375,32.7772764420875,-1,0,0.8222195999076539,1.0627690490441708,False,False,False,False,-0.32187243824568806,-0.332350346330541,False,False,False,False,-1110526,-495472.50396290456,False,False,False,False,159591.2664772729,False,False,False,False
