date,Open,High,Low,Close,Volume,aVWAP_OB_bull_243,aVWAP_OB_bear_145,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-23 13:30:00+00:00,31.64,31.64,31.64,31.64,0.0,,,#000000,-1.0,31.6675,,,,,,False,False,False,False,False,,31.64,31.64,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:35:00+00:00,31.64,31.64,31.64,31.64,0.0,,,#000000,0.0,0.0,,,,,,False,False,False,False,False,,31.64,31.64,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:40:00+00:00,31.64,31.64,31.64,31.64,0.0,,,#000000,0.0,0.0,,,,,,False,False,False,False,False,,31.64,31.64,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:45:00+00:00,31.64,31.65,31.625,31.65,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,100.0,,False,False,True,False,False,,31.6375,31.64,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:50:00+00:00,31.635,31.65,31.635,31.635,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,88.85630498533725,5.425219941348985,False,False,True,False,True,,31.6375,31.6425,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 13:55:00+00:00,31.635,31.64,31.61,31.64,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,81.71557854842312,5.425219941348985,False,False,True,False,True,,31.625,31.6425,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:00:00+00:00,31.645,31.645,31.62,31.62,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,72.01254430452289,5.425219941348985,False,False,True,False,True,,31.625,31.6425,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:05:00+00:00,31.62,31.655,31.62,31.655,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,69.82758265584442,5.425219941348985,False,False,True,False,True,,31.625,31.6425,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:10:00+00:00,31.655,31.695,31.655,31.675,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,69.56998678850105,5.425219941348985,False,False,True,False,True,,31.675,31.675,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:15:00+00:00,31.69,31.72,31.655,31.655,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,67.09914086350656,5.425219941348985,False,False,True,False,True,,31.675,31.6875,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:20:00+00:00,31.69,31.69,31.655,31.69,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,67.088829105165,5.425219941348985,False,False,True,False,True,,31.6725,31.6875,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:25:00+00:00,31.69,31.72,31.66,31.69,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,67.08039221197646,5.425219941348985,False,False,True,False,True,,31.689999999999998,31.689999999999998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:30:00+00:00,31.69,31.705,31.69,31.705,0.0,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,67.71551294256864,5.425219941348985,False,False,True,False,True,,31.697499999999998,31.697499999999998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:35:00+00:00,31.705,31.705,31.67,31.67,0.0,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,65.55606431813453,5.425219941348985,True,False,True,False,True,,31.6875,31.697499999999998,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-23 14:40:00+00:00,31.67,31.67,31.67,31.67,0.0,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,63.78924271632481,5.425219941348985,True,False,True,False,True,,31.67,31.67,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
