date,Open,High,Low,Close,Volume,aVWAP_OB_bull_784,aVWAP_OB_bull_738,aVWAP_OB_bull_554,aVWAP_OB_bull_1,aVWAP_OB_bear_492,aVWAP_OB_bear_324,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,56.77,56.795,56.45,56.54,3008.0,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,56.6225,56.6225,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3008.0,False,False,False,False
2024-12-02 16:00:00+00:00,56.54,56.72,56.49,56.64,9119.0,,,,56.61666666666667,,,1.0,56.72,56.49,5.0,#000000,,,,100.0,,False,False,True,False,False,,56.605000000000004,56.6225,1,0,,,False,False,False,False,,,False,False,False,False,9119.0,141.3798449612403,False,False,False,False,3102.7441860465115,False,False,False,False
2024-12-02 17:00:00+00:00,56.64,56.845,56.61,56.82,2328.0,,,,56.64547770886113,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,50.0,False,False,True,False,True,,56.7275,56.7275,1,0,,,False,False,False,False,,,False,False,False,False,11447.0,316.66077759750016,False,False,False,False,3090.7326482783483,False,False,False,False
2024-12-02 18:00:00+00:00,56.825,56.89,56.8,56.845,4521.0,,,,56.70196820724783,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,50.0,False,False,True,False,True,,56.845,56.845,1,0,,,False,False,False,False,,,False,False,False,False,15968.0,559.3171996502521,False,False,False,False,3112.90733590194,False,False,False,False
2024-12-02 19:00:00+00:00,56.84,56.885,56.82,56.86,9598.0,,,,56.75941947638791,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,50.0,False,False,True,False,True,,56.8525,56.8525,1,0,,,False,False,False,False,,,False,False,False,False,25566.0,947.0177081828062,False,False,False,False,3213.4514082135374,False,False,False,False
2024-12-02 20:00:00+00:00,56.86,56.885,56.79,56.84,9920.0,,,,56.78147959758778,,,0.0,0.0,0.0,0.0,#000000,,,,97.78374776109898,47.96843544767407,False,False,True,False,False,,56.8375,56.8525,-1,0,,,False,False,False,False,,,False,False,False,False,15646.0,1174.9089065055534,False,False,False,False,3317.4289057606143,False,False,False,False
2024-12-03 15:00:00+00:00,54.72,55.13,54.59,55.105,9401.0,,,,56.3961546401705,,,0.0,0.0,0.0,0.0,#000000,,,,72.98230622271278,25.356905828536767,False,False,True,False,False,,54.86,56.8525,-1,0,,,False,False,False,False,,,False,False,False,False,6245.0,1253.5149699705837,False,False,False,False,3411.747837454248,False,False,False,False
2024-12-03 16:00:00+00:00,55.11,55.2,54.94,55.02,12597.0,,,,56.10188980122005,,,0.0,0.0,0.0,0.0,#000000,,,,55.124817795464914,10.44235250287619,False,False,False,False,False,,54.86,56.8525,-1,0,,,False,False,False,False,,,False,False,False,False,-6352.0,1135.6000091958458,False,False,False,False,3554.154847726275,False,False,False,False
2024-12-03 17:00:00+00:00,55.025,55.045,54.755,54.95,10913.0,,,,55.9127829680639,,,0.0,0.0,0.0,0.0,#000000,,,,42.251363582344,0.5376817750784255,False,False,False,True,False,,54.86,56.8525,-1,0,,,False,False,False,False,,,False,False,False,False,-17265.0,850.3193888982357,False,False,False,False,3668.245470242147,False,False,False,False
2024-12-03 18:00:00+00:00,54.955,55.01,54.805,54.84,2904.0,,,,55.87092266120625,,,0.0,0.0,0.0,0.0,#000000,,,,32.872453112627404,-6.228173129374433,False,False,False,True,False,,54.86,56.8525,-1,0,,,False,False,False,False,,,False,False,False,False,-20169.0,524.4384681401234,False,False,False,False,3656.396703261649,False,False,False,False
2024-12-03 19:00:00+00:00,54.845,54.845,54.66,54.71,4665.0,,,,55.80137142493572,,,0.0,0.0,0.0,0.0,#000000,,,,25.966919241504282,-11.046384306415213,False,False,False,True,False,,54.7525,54.7525,-1,0,,,False,False,False,False,,,False,False,False,False,-24834.0,131.28438336275713,False,False,False,False,3672.033963676197,False,False,False,False
2024-12-03 20:00:00+00:00,54.705,54.84,54.64,54.785,12333.0,,,,55.65522142568621,,,0.0,0.0,0.0,0.0,#000000,,,,22.243833628621484,-13.370424704336159,False,False,False,True,False,,54.74,54.7525,1,0,,,False,False,False,False,,,False,False,False,False,-12501.0,-64.56498692193676,False,False,False,False,3806.3125068750155,False,False,False,False
2024-12-04 15:00:00+00:00,55.23,55.395,55.12,55.21,4494.0,,,,55.63519281267624,,,0.0,0.0,0.0,0.0,#000000,,,,25.161851827933397,-13.370424704336159,False,False,False,True,False,,54.74,55.2575,-1,0,,,False,False,False,False,,,False,False,False,False,-8007.0,-187.7035142564804,False,False,False,False,3816.9743284738524,False,False,False,False
2024-12-04 16:00:00+00:00,55.21,55.395,55.01,55.385,2733.0,,,,55.6245539085345,,,0.0,0.0,0.0,0.0,#000000,,,,29.025280671604733,-13.370424704336159,False,False,False,True,True,,55.2025,55.2575,1,0,,,False,False,False,False,,,False,False,False,False,-5274.0,-266.56082411296904,False,False,False,False,3800.168524931622,False,False,False,False
2024-12-04 17:00:00+00:00,55.385,55.51,55.2,55.28,2267.0,,,,55.6177256722533,,,0.0,0.0,0.0,0.0,#000000,,,,31.150933454582017,-13.370424704336159,False,False,False,True,True,,55.2025,55.355000000000004,-1,0,,,False,False,False,False,,,False,False,False,False,-7541.0,-379.3428268398998,False,False,False,False,3776.398470281519,False,False,False,False
2024-12-04 18:00:00+00:00,55.28,55.405,55.195,55.25,1959.0,,,,55.611158640094104,,,0.0,0.0,0.0,0.0,#000000,,,,32.484772114392705,-13.370424704336159,False,False,False,True,True,,55.2025,55.355000000000004,-1,0,,,False,False,False,False,,,False,False,False,False,-9500.0,-520.7483644082733,False,False,False,False,3748.221749812038,False,False,False,False
2024-12-04 19:00:00+00:00,55.22,55.33,55.185,55.265,3036.0,,,,55.6007866352752,,,0.0,0.0,0.0,0.0,#000000,,,,33.614378662625924,-13.370424704336159,False,False,False,True,True,,55.2025,55.355000000000004,-1,0,,,False,False,False,False,,,False,False,False,False,-6464.0,-612.8918006189978,False,False,False,False,3737.179552140534,False,False,False,False
2024-12-04 20:00:00+00:00,55.275,55.42,55.23,55.315,7258.0,,,,55.582377490625134,,,0.0,0.0,0.0,0.0,#000000,,,,35.04155187687371,-13.370424704336159,False,False,False,True,True,,55.2025,55.355000000000004,-1,0,,,False,False,False,False,,,False,False,False,False,794.0,-591.0795246404086,False,False,False,False,3791.7659156732384,False,False,False,False
2024-12-05 15:00:00+00:00,55.325,55.42,55.15,55.335,11070.0,,,,55.55672052687782,,,0.0,0.0,0.0,0.0,#000000,,,,36.32067230391793,-13.370424704336159,False,False,False,True,True,,55.2025,55.355000000000004,-1,0,,,False,False,False,False,,,False,False,False,False,11864.0,-397.97751650644875,False,False,False,False,3904.6067541899324,False,False,False,False
2024-12-05 16:00:00+00:00,55.34,55.52,55.3,55.4,4074.0,,,,55.55183739382805,,,0.0,0.0,0.0,0.0,#000000,,,,38.1030636499621,-24.657308287535063,False,False,False,True,True,,56.514375,55.355000000000004,1,0,,,False,False,False,False,,,False,False,False,False,15938.0,-144.70654725828675,False,False,False,False,3907.233006062957,False,False,False,False
2024-12-05 17:00:00+00:00,55.4,55.435,55.15,55.23,6163.0,,,,55.53869195983342,,,0.0,0.0,0.0,0.0,#000000,,,,37.839749205132925,-24.068885859811843,False,False,False,True,True,,56.43812500000001,55.355000000000004,-1,0,,,False,False,False,False,,,False,False,False,False,9775.0,9.087352699206065,False,False,False,False,3942.2061377519035,False,False,False,False
2024-12-05 18:00:00+00:00,55.23,55.33,55.18,55.295,3662.0,,,,55.531359046525694,,,0.0,0.0,0.0,0.0,#000000,,,,38.557367096710315,-22.488790101456047,False,True,False,True,True,,56.4109375,54.09906249999999,-1,0,,,False,False,False,False,,,False,False,False,False,13437.0,217.27204490541993,False,False,False,False,3937.861856546447,False,False,False,False
2024-12-05 19:00:00+00:00,55.295,55.695,55.285,55.62,5194.0,,,,55.53143218338338,,,0.0,0.0,0.0,0.0,#000000,,,,42.77236033673864,-17.71926563510712,False,False,False,True,True,,56.3009375,54.679062499999986,-1,0,,,False,False,False,False,,,False,False,False,False,18631.0,502.7561992479715,False,False,False,False,3957.336866522471,False,False,False,False
2024-12-05 20:00:00+00:00,55.62,55.87,55.54,55.79,11057.0,,,,55.54619043054398,,,0.0,0.0,0.0,0.0,#000000,,,,47.265298517858454,-12.924213784917832,False,False,False,False,True,,56.3009375,54.880937499999995,-1,0,,,False,False,False,False,,,False,False,False,False,29688.0,955.2405992596308,False,False,False,False,4067.4091631655338,False,False,False,False
2024-12-06 15:00:00+00:00,55.94,56.375,55.81,56.24,10296.0,,,,55.58413885484622,,,0.0,0.0,0.0,0.0,#000000,,,,53.373119585094855,-6.8325346391313175,True,False,True,False,True,,56.3009375,55.213125,-1,0,,,False,False,False,False,,,False,False,False,False,39984.0,1560.3376442323497,False,False,False,False,4163.9764629614165,False,False,False,False
2024-12-06 16:00:00+00:00,56.235,56.385,56.165,56.215,6394.0,,,,55.60967819944906,,,0.0,0.0,0.0,0.0,#000000,,56.254999999999995,,57.44718852885238,-2.8256907132430626,True,False,True,False,True,,56.3009375,55.39281249999999,-1,0,,,False,False,False,False,,,False,False,False,False,33590.0,2056.921556724871,False,False,False,False,4198.550471287596,False,False,False,False
2024-12-06 17:00:00+00:00,56.22,56.27,55.79,55.87,5402.0,,,,55.6211139087899,,,0.0,0.0,0.0,0.0,#000000,,56.127536735616594,,56.828317989108,-2.8256907132430626,True,False,True,False,True,,56.3009375,55.092499999999994,-1,0,,,False,False,False,False,,,False,False,False,False,28188.0,2462.054555845416,False,False,False,False,4217.208603515695,False,False,False,False
2024-12-06 18:00:00+00:00,55.87,55.92,55.71,55.89,5391.0,,,,55.62771542777861,,,0.0,0.0,0.0,0.0,#000000,,56.037345862182654,,56.53334745073257,-2.8256907132430626,True,False,True,False,True,,56.3009375,54.87562499999999,-1,0,,,False,False,False,False,,,False,False,False,False,33579.0,2944.487818545487,False,False,False,False,4235.406919740258,False,False,False,False
2024-12-06 19:00:00+00:00,55.89,55.925,55.55,55.55,4799.0,,,,55.628951718351594,,,0.0,0.0,0.0,0.0,#000000,,55.95825472270232,,53.498842322584096,-2.8256907132430626,True,False,True,False,False,,56.3009375,54.842187499999994,-1,0,,,False,False,False,False,,,False,False,False,False,28780.0,3345.038395002146,False,False,False,False,4244.144796953587,False,False,False,False
2024-12-06 20:00:00+00:00,55.55,55.91,55.53,55.81,13363.0,,,,55.6371664355978,,,0.0,0.0,0.0,0.0,#000000,,55.87952808660311,,53.33533249905396,-2.8256907132430626,True,False,True,False,False,,56.3009375,54.825624999999995,-1,0,,,False,False,False,False,,,False,False,False,False,42143.0,3946.557179575756,False,False,False,False,4385.522397000817,False,False,False,False
2024-12-09 15:00:00+00:00,56.14,56.18,55.765,55.77,4696.0,,,,55.64340504049958,,,0.0,0.0,0.0,0.0,#000000,,55.88251512881342,,52.89380759936368,-2.8256907132430626,True,False,True,False,False,,56.3009375,55.0584375,-1,0,,,False,False,False,False,,,False,False,False,False,37447.0,4465.94388996993,False,False,False,False,4390.336003248866,False,False,False,False
2024-12-09 16:00:00+00:00,55.77,56.08,55.76,55.99,3458.0,,,,55.648462715074075,,,0.0,0.0,0.0,0.0,#000000,,55.88734949313841,,54.162219114411585,-2.8256907132430626,True,False,True,False,False,,56.3009375,54.9853125,-1,0,,,False,False,False,False,,,False,False,False,False,40905.0,5030.890496326985,False,False,False,False,4375.88118149307,False,False,False,False
2024-12-09 17:00:00+00:00,55.99,56.005,55.765,55.83,2327.0,,,,55.650911028390674,,,0.0,0.0,0.0,0.0,#000000,,55.88629933086043,,53.68835385967154,-2.8256907132430626,True,False,True,False,False,,56.3009375,54.932500000000005,-1,0,,,False,False,False,False,,,False,False,False,False,38578.0,5551.000721190132,False,False,False,False,4344.115581779999,False,False,False,False
