date,Open,High,Low,Close,Volume,aVWAP_OB_bear_807,aVWAP_OB_bear_659,aVWAP_OB_bear_616,aVWAP_OB_bear_480,aVWAP_OB_bear_320,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,4.445,4.54,4.36,4.39,895.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,4.45,4.45,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,895.0,False,False,False,False
2024-12-02 16:00:00+00:00,4.395,4.46,4.395,4.45,346.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,,False,False,True,False,False,,4.4275,4.45,1,0,,,False,False,False,False,,,False,False,False,False,346.0,5.364341085271318,False,False,False,False,886.4883720930233,False,False,False,False
2024-12-02 17:00:00+00:00,4.445,4.57,4.445,4.57,665.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,50.0,False,False,True,False,True,,4.5075,4.5075,1,0,,,False,False,False,False,,,False,False,False,False,1011.0,20.955591611081065,False,False,False,False,883.054443843519,False,False,False,False
2024-12-02 18:00:00+00:00,4.57,4.6,4.525,4.525,246.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,93.68750543431008,44.21354664811757,False,False,True,False,False,,4.5075,4.5625,-1,0,,,False,False,False,False,,,False,False,False,False,765.0,32.49116383416508,False,False,False,False,873.1776307606738,False,False,False,False
2024-12-02 19:00:00+00:00,4.525,4.595,4.43,4.505,1119.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,87.0086872255336,38.44199076594414,False,False,True,False,False,,4.5075,4.5625,-1,0,,,False,False,False,False,,,False,False,False,False,-354.0,26.49905276696872,False,False,False,False,876.9888302837641,False,False,False,False
2024-12-02 20:00:00+00:00,4.505,4.515,4.42,4.425,2052.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,76.20785882703646,29.131460695784682,False,False,True,False,False,,4.467499999999999,4.467499999999999,-1,0,,,False,False,False,False,,,False,False,False,False,-2406.0,-11.214110841821494,False,False,False,False,895.2060577212251,False,False,False,False
2024-12-03 15:00:00+00:00,4.425,4.425,4.26,4.305,837.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,63.83623781471369,18.744526332813635,False,False,True,False,False,,4.342499999999999,4.342499999999999,-1,0,,,False,False,False,False,,,False,False,False,False,-3243.0,-61.31931842566922,False,False,False,False,894.3036382216712,False,False,False,False
2024-12-03 16:00:00+00:00,4.32,4.36,4.3,4.315,766.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,55.564254904938736,12.403788602066967,False,False,False,False,False,,4.33,4.33,-1,0,,,False,False,False,False,,,False,False,False,False,-2477.0,-98.77173209348831,False,False,False,False,892.314434528312,False,False,False,False
2024-12-03 17:00:00+00:00,4.315,4.35,4.315,4.34,283.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,51.050344318570225,9.417192669523018,False,False,False,True,False,,4.33,4.3325,1,0,,,False,False,False,False,,,False,False,False,False,-2194.0,-131.25589128583732,False,False,False,False,882.8676991092683,False,False,False,False
2024-12-03 18:00:00+00:00,4.34,4.45,4.34,4.45,411.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,52.407862294494635,9.417192669523018,False,False,False,False,False,,4.395,4.395,1,0,,,False,False,False,False,,,False,False,False,False,-1783.0,-156.86432707985534,False,False,False,False,875.5519208285044,False,False,False,False
