date,Close,High,Low,Open,Volume,aVWAP_OB_bull_153,aVWAP_OB_bull_45,aVWAP_OB_bull_27,aVWAP_OB_bull_8,aVWAP_OB_bear_159,aVWAP_OB_bear_124,aVWAP_OB_bear_92,aVWAP_OB_bear_63,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,3.56,4.09,3.12,3.3,1087371,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,3.605,3.605,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1087371.0,False,False,False,False
2022-01-07 00:00:00+00:00,3.56,3.869,3.51,3.66,463233,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,3.605,3.6895,-1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1041138.5555555555,False,False,False,False
2022-01-14 00:00:00+00:00,3.51,3.8,3.31,3.7965,461127,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,3.5549999999999997,3.5549999999999997,-1,0,,,False,False,False,False,,,False,False,False,False,-461127,-34157.555555555555,False,False,False,False,998174.7366255143,False,False,False,False
2022-01-21 00:00:00+00:00,3.21,3.41,3.18,3.332,404018,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,3.295,3.295,-1,0,,,False,False,False,False,,,False,False,False,False,-865145,-95712.18106995884,False,False,False,False,954163.1265051059,False,False,False,False
2022-01-28 00:00:00+00:00,3.01,3.28,2.73,3.15,489263,,,,,,,,,0.0,0.0,0.0,0.0,3.0066666666666664,#000000,,3.0066666666666664,,0.0,-50.0,False,False,False,True,True,,3.005,3.295,1,0,,,False,False,False,False,,,False,False,False,False,-1354408,-188948.90839811,False,False,False,False,919726.0800973203,False,False,False,False
2022-02-04 00:00:00+00:00,3.08,3.369,3.01,3.03,422980,,,,,,,,,0.0,0.0,0.0,0.0,3.074517089562028,#000000,,3.074517089562028,,2.78448115834417,-47.346041395953215,False,False,False,True,True,,3.005,3.295,-1,0,,,False,False,False,False,,,False,False,False,False,-931428,-243947.35962787963,False,False,False,False,882930.0741641853,False,False,False,False
2022-02-11 00:00:00+00:00,2.98,3.1499,2.8563,3.08,446888,,,,,,,,,0.0,0.0,0.0,0.0,3.048503057124982,#000000,,3.048503057124982,,4.5020967496423,-45.80683095122022,False,False,False,True,True,,3.0031,3.295,-1,0,,,False,False,False,False,,,False,False,False,False,-1378316,-327974.66632211074,False,False,False,False,850630.6612631346,False,False,False,False
2022-02-18 00:00:00+00:00,3.06,3.17,2.9,2.96,300111,,,,,,,,,0.0,0.0,0.0,0.0,3.047567997033183,#000000,,3.047567997033183,,8.248492768367159,-42.36781169088604,False,False,False,True,True,,3.0031,3.295,1,1,,,False,False,False,False,,,False,False,False,False,-1078205,-383547.283631584,False,False,False,False,809851.427095495,False,False,False,False
2022-02-25 00:00:00+00:00,3.13,3.15,2.72,3.03,333129,,,,3.0,,,,,1.0,3.15,2.72,0.0,3.0198072594244074,#000000,,3.0198072594244074,,12.94560205308058,-38.1165849773606,False,False,False,True,True,,3.0031,3.295,-1,1,,,False,False,False,False,,,False,False,False,False,-745076,-410327.188547763,False,False,False,False,774538.654718051,False,False,False,False
2022-03-04 00:00:00+00:00,3.23,3.28,2.94,3.02,415711,,,,3.083270992468351,,,,,0.0,0.0,0.0,0.0,3.0709707656588323,#000000,,3.0709707656588323,,18.71874838013164,-32.93883705560521,False,False,False,True,True,,3.0031,3.295,-1,1,,,False,False,False,False,,,False,False,False,False,-329365,-404329.9893960768,False,False,False,False,747958.8284426398,False,False,False,False
2022-03-11 00:00:00+00:00,5.48,5.609,3.25,3.3,2917969,,,,4.4332267684699875,,,,,0.0,0.0,0.0,0.0,4.217387375340223,#000000,,4.217387375340223,,33.592739220873106,-19.19201666714461,True,False,True,False,True,,6.28635,3.295,1,0,,,False,False,False,False,,,False,False,False,False,2588604,-182631.17536673782,False,False,False,False,908700.3226320739,False,False,False,False
2022-03-18 00:00:00+00:00,5.7,6.35,4.92,5.48,3581336,,,,5.03773307335877,,,,,0.0,0.0,0.0,0.0,5.120470227787314,#000000,,5.120470227787314,,45.39799569305836,-8.759609658870303,True,False,True,False,True,,7.904349999999999,3.3656500000000005,1,0,,,False,False,False,False,,,False,False,False,False,6169940,287929.6524382057,False,False,False,False,1106673.335770439,False,False,False,False
2022-03-25 00:00:00+00:00,5.73,6.0899,5.2,5.86,2847916,,,,5.21701499523428,,,,,0.0,0.0,0.0,0.0,5.263950220712821,#000000,,5.263950220712821,,54.61152131095319,-0.9640933414972253,True,False,True,False,True,,8.0417625,3.3656500000000005,1,0,,,False,False,False,False,,,False,False,False,False,9017856,934590.8633687089,False,False,False,False,1235654.2738615174,False,False,False,False
2022-04-01 00:00:00+00:00,5.98,6.3,4.68,5.76,3249908,,,,5.323263890127923,,,,,0.0,0.0,0.0,0.0,5.351776009923133,#000000,,5.351776009923133,,62.03280074000186,5.110769222547361,True,False,True,False,True,,8.3596875,3.3656500000000005,1,0,,,False,False,False,False,,,False,False,False,False,12267764,1774085.1697858414,False,False,False,False,1384858.253575479,False,False,False,False
2022-04-08 00:00:00+00:00,5.3,6.03,5.22,6.02,1948076,,,,5.347898531081869,,,,,0.0,0.0,0.0,0.0,5.369004450445204,#000000,,5.369004450445204,,63.835082754681764,5.905875597980618,True,False,True,False,True,,8.6883375,3.3656500000000005,1,0,,,False,False,False,False,,,False,False,False,False,10319688,2407092.786838742,False,False,False,False,1426578.086643962,False,False,False,False
2022-04-15 00:00:00+00:00,5.87,6.11,5.3,5.3,1128173,,,,5.376209064439408,,,,,0.0,0.0,0.0,0.0,5.39533994374354,#000000,,5.39533994374354,,66.25991063865973,7.56981468792236,True,False,True,False,True,,8.9708375,3.3656500000000005,1,0,,,False,False,False,False,,,False,False,False,False,11447861,3076779.3211469837,False,False,False,False,1404474.0061518166,False,False,False,False
2022-04-22 00:00:00+00:00,6.47,7.48,5.705,5.77,3634377,,,,5.589209131200985,,,,,0.0,0.0,0.0,0.0,5.6106835532338515,#000000,,5.6106835532338515,,68.97722457082507,9.712981795813732,True,False,True,False,True,,10.3627125,3.3656500000000005,1,0,,,False,False,False,False,,,False,False,False,False,15082238,3966072.5566175776,False,False,False,False,1569652.0056961263,False,False,False,False
2022-04-29 00:00:00+00:00,6.26,6.58,5.51,6.28,1923321,,,,5.635363545738755,,,,,0.0,0.0,0.0,0.0,5.655051490644877,#000000,,5.655051490644877,,70.17275086621586,10.557640427132881,True,False,True,False,True,,10.088962500000001,3.3656500000000005,1,1,,,False,False,False,False,,,False,False,False,False,13158917,4647023.996868127,False,False,False,False,1595849.7089778946,False,False,False,False
2022-05-06 00:00:00+00:00,7.29,7.68,6.13,6.13,2230746,,,,5.764171073256898,,,,,0.0,0.0,0.0,0.0,6.097291352855961,#000000,,6.097291352855961,,72.33717457419047,12.502209819102,True,False,True,False,True,,10.638087500000001,3.3656500000000005,1,1,,,False,False,False,False,,,False,False,False,False,15389663,5442775.034137155,False,False,False,False,1642879.063868421,False,False,False,False
2022-05-13 00:00:00+00:00,5.98,7.43,5.56,7.43,1999090,,,,5.806819919476283,,,,,0.0,0.0,0.0,0.0,6.044346087345113,#000000,,6.044346087345113,,69.97285371055769,12.502209819102,True,False,True,False,False,,10.3930875,3.3656500000000005,1,1,,,False,False,False,False,,,False,False,False,False,13390573,6031500.809386255,False,False,False,False,1669265.0591374268,False,False,False,False
