date,Close,High,Low,Open,Volume,aVWAP_OB_bull_101,aVWAP_OB_bull_61,aVWAP_OB_bear_164,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,8.7375,10.8,8.592,10.6815,249990,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,9.696000000000002,9.696000000000002,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,249990.0,False,False,False,False
2022-01-07 00:00:00+00:00,8.2335,9.4695,7.98,9.0,238191,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,8.72475,8.72475,-1,0,,,False,False,False,False,,,False,False,False,False,-238191,-17643.777777777777,False,False,False,False,249116.0,False,False,False,False
2022-01-14 00:00:00+00:00,11.4165,14.7,7.79814,8.1015,6725540,,,,0.0,0.0,0.0,0.0,,#000000,,,,19.360960566413016,-88.72192113282604,False,False,False,True,True,,8.72475,11.24907,1,0,,,False,False,False,False,,,False,False,False,False,6487349,464207.5390946502,False,False,False,False,728851.1111111111,False,False,False,False
2022-01-21 00:00:00+00:00,9.2685,13.2735,9.0,11.2665,668627,,,,0.0,0.0,0.0,0.0,,#000000,,,,26.936840521598125,-80.59361552398961,False,False,False,True,True,,8.72475,11.24907,-1,0,,,False,False,False,False,,,False,False,False,False,5818722,860838.2399024538,False,False,False,False,724390.0658436215,False,False,False,False
2022-01-28 00:00:00+00:00,9.5985,10.8,8.8905,8.925,273876,,,,0.0,0.0,0.0,0.0,,#000000,,,,33.447877993255744,-73.06591866702686,False,False,False,False,True,,8.72475,11.24907,-1,0,,,False,False,False,False,,,False,False,False,False,6092598,1248375.9999096794,False,False,False,False,691018.6535589088,False,False,False,False
2022-02-04 00:00:00+00:00,9.8445,10.8,9.12,10.1085,210059,,,,0.0,0.0,0.0,0.0,,#000000,,,,38.955425877864265,-66.1551291748182,False,False,False,False,True,,8.72475,11.24907,-1,0,,,False,False,False,False,,,False,False,False,False,6302657,1622767.1851015552,False,False,False,False,655392.0125545453,False,False,False,False
2022-02-11 00:00:00+00:00,9.0,10.0485,8.871,9.8445,108394,,,,0.0,0.0,0.0,0.0,,#000000,,,,41.38063459709375,-61.908142835785576,False,False,False,False,True,,8.72475,11.24907,-1,0,,,False,False,False,False,,,False,False,False,False,6194263,1961396.504723662,False,False,False,False,614873.6412542086,False,False,False,False
2022-02-18 00:00:00+00:00,8.079,9.3675,7.95,8.8995,109631,,,,0.0,0.0,0.0,0.0,,#000000,,,,41.67445152988941,-59.40066293416419,False,False,False,True,True,,8.72475,11.24907,-1,1,,,False,False,False,False,,,False,False,False,False,6084632,2266821.356225613,False,False,False,False,577448.2604205635,False,False,False,False
2022-02-25 00:00:00+00:00,8.7225,8.73,7.2465,8.1,89857,,,,0.0,0.0,0.0,0.0,,#000000,,,,43.13963847716037,-55.51127225103853,False,False,False,True,True,,8.72475,0.36342749999999935,-1,1,,,False,False,False,False,,,False,False,False,False,6174489,2556278.2187274196,False,False,False,False,541330.3892782995,False,False,False,False
2022-03-04 00:00:00+00:00,7.725,9.375,7.62075,8.493,145238,,,,0.0,0.0,0.0,0.0,,#000000,,,,42.789334785791084,-53.26179496254888,True,False,False,True,True,,8.72475,0.7737712499999994,-1,1,,,False,False,False,False,,,False,False,False,False,6029251,2813535.461784648,False,False,False,False,511990.2122947218,False,False,False,False
2022-03-11 00:00:00+00:00,8.175,8.382,7.2,7.605,164042,,,,0.0,0.0,0.0,0.0,7.919,#000000,,7.919,,43.33388309721568,-50.03276613820001,True,False,False,True,True,,8.72475,2.21184375,-1,1,,,False,False,False,False,,,False,False,False,False,6193293,3063887.872022822,False,False,False,False,486216.2706432609,False,False,False,False
2022-03-18 00:00:00+00:00,9.0825,9.1125,7.365,7.95,213163,,,,0.0,0.0,0.0,0.0,8.258632197346271,#000000,,8.258632197346271,,45.21370583821741,-45.508150801171716,True,False,False,False,True,,8.72475,3.6068437499999986,1,1,,,False,False,False,False,,,False,False,False,False,6406456,3311485.5111322426,False,False,False,False,465990.10244746384,False,False,False,False
2022-03-25 00:00:00+00:00,9.345,9.867,8.55,9.075,91192,,,,0.0,0.0,0.0,0.0,8.853209952241368,#000000,,8.853209952241368,,47.05889783157942,-41.08825384117525,True,False,False,False,True,,13.61821875,4.79878125,1,1,,,False,False,False,False,,,False,False,False,False,6497648,3547497.5473446692,False,False,False,False,438227.28004394803,False,False,False,False
2022-04-01 00:00:00+00:00,8.85,9.54,8.598,9.15,93693,,,,0.0,0.0,0.0,0.0,8.833141260951983,#000000,,8.833141260951983,,47.69265486784667,-37.91689643101674,True,False,False,False,True,,13.201968749999999,4.936031249999999,1,1,,,False,False,False,False,,,False,False,False,False,6403955,3759086.9882821008,False,False,False,False,412706.2222629149,False,False,False,False
2022-04-08 00:00:00+00:00,7.872,9.15,7.725,8.55,58846,,,,0.0,0.0,0.0,0.0,8.713669469937546,#000000,,8.713669469937546,,46.80095174263751,-36.35114861491485,True,False,False,True,True,,12.66328125,4.936031249999999,1,1,,,False,False,False,False,,,False,False,False,False,6345109,3950644.1743352786,False,False,False,False,386494.3539471434,False,False,False,False
2022-04-15 00:00:00+00:00,7.5105,8.4,7.05,7.65,91288,,,,0.0,0.0,0.0,0.0,8.486962597105421,#000000,,8.486962597105421,,45.650111324648044,-35.15644723246953,True,False,False,True,True,,11.92546875,4.936031249999999,1,1,,,False,False,False,False,,,False,False,False,False,6253821,4121249.865125258,False,False,False,False,364627.21661772544,False,False,False,False
2022-04-22 00:00:00+00:00,7.335,7.797,7.2375,7.5,86784,,,,0.0,0.0,0.0,0.0,8.321000366598938,#000000,,8.321000366598938,,44.53377755104286,-34.047951233299614,True,False,False,True,True,,11.371218749999999,4.936031249999999,1,1,,,False,False,False,False,,,False,False,False,False,6167037,4272789.652893757,False,False,False,False,344046.237609005,False,False,False,False
2022-04-29 00:00:00+00:00,6.345,7.425,6.06,7.2,135586,,,,0.0,0.0,0.0,0.0,7.987840775316053,#000000,,7.987840775316053,,42.5252111577171,-34.00069436927623,True,False,False,True,False,,10.4505,4.936031249999999,1,0,,,False,False,False,False,,,False,False,False,False,6031451,4403060.863790516,False,False,False,False,328604.7385268565,False,False,False,False
