date,Close,High,Low,Open,Volume,aVWAP_OB_bear_502,aVWAP_OB_bear_436,aVWAP_OB_bear_351,aVWAP_OB_bear_177,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,5.85,5.97,5.65,5.8,17065,,,,,#000000,,,,,,False,False,False,False,False,,5.8100000000000005,5.8100000000000005,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17065.0,False,False,False,False
2022-01-04 00:00:00+00:00,5.93,6.21,5.7973,6.21,14546,,,,,#000000,,,,100.0,,False,False,True,False,False,,5.8100000000000005,6.00365,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14546,570.4313725490196,False,False,False,False,16966.21568627451,False,False,False,False
2022-01-05 00:00:00+00:00,6.12,6.46,6.0,6.13,42948,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,5.8100000000000005,6.23,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57494,2802.7281814686658,False,False,False,False,17985.10918877355,False,False,False,False
2022-01-06 00:00:00+00:00,5.62,6.4016,5.5115,6.29,38491,,,,,#000000,,,,87.90781804783279,38.27058350639781,False,False,True,False,False,,5.8100000000000005,6.23,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19003,3438.0329586659727,False,False,False,False,18789.26176960596,False,False,False,False
2022-01-07 00:00:00+00:00,5.58,5.915,5.475,5.593,20966,,,,,#000000,,,,77.69039775734727,28.64989819147887,False,False,True,False,False,,5.695,5.695,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1963,3226.2277446006406,False,False,False,False,18874.624053150827,False,False,False,False
2022-01-10 00:00:00+00:00,5.85,5.85,5.55,5.8,12582,,,,,#000000,,,,72.74223107063128,24.32393683123196,False,False,True,False,False,,5.695,5.699999999999999,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10619,3516.140382067282,False,False,False,False,18627.85448243903,False,False,False,False
2022-01-11 00:00:00+00:00,5.98,6.03,5.5,6.03,28586,,,,,#000000,,,,69.79709062381103,21.955319854650284,False,False,True,False,False,,5.765000000000001,5.765000000000001,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39205,4915.703504339153,False,False,False,False,19018.369992931617,False,False,False,False
2022-01-12 00:00:00+00:00,5.85,6.05,5.54,5.87,51394,,,,,#000000,,,,66.20999100618012,18.921234944133147,False,False,True,False,False,,5.795,5.795,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12189,4244.930817894481,False,False,False,False,20288.002542228416,False,False,False,False
2022-01-13 00:00:00+00:00,5.95,6.68,5.9,5.9,147099,,,,,#000000,,,,64.0475069298298,17.244454863455957,False,False,True,False,False,,5.795,6.29,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,134910,9369.051177977051,False,False,False,False,25260.98283469005,False,False,False,False
2022-01-14 00:00:00+00:00,6.15,6.18,5.88,5.9,17356,,,,,#000000,,,,63.54294890964654,17.11648434103718,False,False,True,False,False,,5.795,6.29,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,152266,14972.853092566187,False,False,False,False,24950.98350783946,False,False,False,False
2022-01-18 00:00:00+00:00,6.01,6.19,5.96,6.096,14754,,,,,#000000,,,,62.00349240181878,15.89251204731957,False,False,True,False,False,,5.795,6.29,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137512,19778.309834034182,False,False,False,False,24551.10180164968,False,False,False,False
2022-01-19 00:00:00+00:00,6.01,6.49,5.76,5.76,77284,,,,,#000000,,,,60.74393707723243,14.887395399445026,False,False,True,False,False,,5.795,6.29,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137512,24395.31729152304,False,False,False,False,26619.05859374185,False,False,False,False
2022-01-20 00:00:00+00:00,6.02,6.36,5.86,6.18,401922,,,,,#000000,,,,59.77860723611078,14.115686198471465,False,False,True,False,False,,5.795,6.29,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,539434,44592.91269185547,False,False,False,False,41336.82100183041,False,False,False,False
2022-01-21 00:00:00+00:00,5.37,6.155,5.32,5.88,37398,,,,,#000000,,,,55.42157315050766,10.002825064332782,False,False,False,False,False,,5.737500000000001,6.29,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,502036,62531.857292174864,False,False,False,False,41182.35743313118,False,False,False,False
2022-01-24 00:00:00+00:00,5.0,5.32,5.0,5.13,46300,,,,,#000000,,5.1066666666666665,,50.71478541883209,5.589208536155425,False,False,False,True,False,,5.16,5.16,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,455736,77951.62759444251,False,False,False,False,41383.04929849859,False,False,False,False
2022-01-25 00:00:00+00:00,5.68,5.92,5.0,5.0,46173,,,,,#000000,,5.426520173456035,,50.11597997128817,5.197091695698134,False,False,False,True,False,,5.16,5.46,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,501909,94577.40690446437,False,False,False,False,41570.890502479044,False,False,False,False
2022-01-26 00:00:00+00:00,5.96,6.25,5.63,5.65,28759,,,,,#000000,,5.580203687960413,,50.57596843293379,5.197091695698134,False,False,False,True,True,,5.9399999999999995,5.9399999999999995,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,530668,111678.99879056381,False,False,False,False,41068.46342395046,False,False,False,False
2022-01-27 00:00:00+00:00,6.13,6.15,5.62,5.86,14307,,,,,#000000,,5.628519281676765,,51.46778337858392,5.197091695698134,False,False,False,False,True,,5.885,5.9399999999999995,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,544975,128670.99883799268,False,False,False,False,40018.99427007005,False,False,False,False
2022-01-28 00:00:00+00:00,6.4,6.58,5.25,5.7,38494,,,,,#000000,,5.741300121048299,,52.935765498050536,5.197091695698134,False,False,True,False,True,,5.915,5.9399999999999995,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,583469,146506.2145698361,False,False,False,False,39959.190573204556,False,False,False,False
