date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_149,aVWAP_OB_bull_136,aVWAP_OB_bear_87,aVWAP_OB_bear_22,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.0656357578,17.2873926066,16.6269428612,16.9885029408,4190413,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,16.9571677339,16.9571677339,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4190413.0,False,False,False,False
2022-01-07 00:00:00+00:00,15.7640194712,17.230314322,15.5229794181,16.7474628877,5456339,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,16.376646870050003,16.9571677339,-1,0,,,False,False,False,False,,,False,False,False,False,-5456339,-404173.2592592592,False,False,False,False,4284185.296296296,False,False,False,False
2022-01-14 00:00:00+00:00,15.8507938903,16.6606884686,15.4072801926,15.5422626223,5615753,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,1.4814814813752675,-52.96296296275054,False,False,False,True,True,,16.0339843306,16.0339843306,-1,0,,,False,False,False,False,,,False,False,False,False,159414,-362426.05486968445,False,False,False,False,4382819.941015089,False,False,False,False
2022-01-21 00:00:00+00:00,16.4485732219,17.2295429939,15.5904706329,15.7640194712,5313670,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,9.473776376537549,-45.27586244635952,False,False,False,True,True,,16.0339843306,16.410006813400003,1,0,,,False,False,False,False,,,False,False,False,False,5473084,69833.9491947366,False,False,False,False,4451771.797236193,False,False,False,False
2022-01-28 00:00:00+00:00,15.4072801926,16.7378212856,15.1517777363,16.2605619805,6835908,,,,,,0.0,0.0,0.0,0.0,15.765626404833332,#000000,,15.765626404833332,,12.519532770543137,-42.532327222961925,False,False,False,True,True,,15.944799510949998,16.410006813400003,-1,0,,,False,False,False,False,,,False,False,False,False,-1362824,-36288.861856725365,False,False,False,False,4628374.478922401,False,False,False,False
2022-02-04 00:00:00+00:00,15.754377869,16.381082007,15.3975421745,15.5615458266,7685696,,,,,,0.0,0.0,0.0,0.0,15.807283151479085,#000000,,15.807283151479085,,16.933118983013934,-38.478080635548935,False,False,False,True,True,,15.88931209075,15.88931209075,-1,0,,,False,False,False,False,,,False,False,False,False,6322872,434760.0908734024,False,False,False,False,4854842.7397429645,False,False,False,False
2022-02-11 00:00:00+00:00,17.0174277472,17.1427685748,15.8025858797,15.908643503,7592795,,,,,,0.0,0.0,0.0,0.0,16.09808586119404,#000000,,16.09808586119404,,25.149202798570045,-30.837695155241846,False,False,False,True,True,,15.88931209075,16.472677227250003,1,0,,,False,False,False,False,,,False,False,False,False,13915667,1433345.787845743,False,False,False,False,5057654.018280523,False,False,False,False
2022-02-18 00:00:00+00:00,17.8369639276,18.0731831796,16.4196484155,17.0270693493,8551470,,,,,,0.0,0.0,0.0,0.0,16.473201940248448,#000000,,16.473201940248448,,33.39555968916929,-23.325110001286163,False,False,False,False,True,,21.323331099300002,16.472677227250003,1,1,,,False,False,False,False,,,False,False,False,False,22467137,2991404.396153466,False,False,False,False,5316455.202111595,False,False,False,False
2022-02-25 00:00:00+00:00,19.0518057951,19.6399435246,17.2488261981,17.7212647021,13887101,,,,,,0.0,0.0,0.0,0.0,17.150727776729813,#000000,,17.150727776729813,,41.68370841576696,-15.882251768202124,False,False,True,False,True,,23.170300506012502,16.472677227250003,1,0,,,False,False,False,False,,,False,False,False,False,36354238,5462725.403845802,False,False,False,False,5951317.853807033,False,False,False,False
2022-03-04 00:00:00+00:00,20.2087980499,20.3974392954,18.7047081187,19.1771466227,12290932,,,,,,0.0,0.0,0.0,0.0,17.717141573064204,#000000,,17.717141573064204,,49.339422680512605,-9.114356515838281,True,False,True,False,True,,24.2715129540125,16.472677227250003,1,0,,,False,False,False,False,,,False,False,False,False,48645170,8661425.003560927,False,False,False,False,6420918.901673179,False,False,False,False
