date,Open,High,Low,Close,Volume,aVWAP_OB_bull_852,aVWAP_OB_bull_785,aVWAP_OB_bull_642,aVWAP_OB_bear_419,aVWAP_OB_bear_390,aVWAP_OB_bear_249,aVWAP_OB_bear_112,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,246.8,247.05,245.63,246.945,172.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,246.34,246.34,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,172.0,False,False,False,False
2024-12-02 16:00:00+00:00,245.21,247.29,245.21,247.29,194.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,,False,False,True,False,False,,246.25,246.34,1,0,,,False,False,False,False,,,False,False,False,False,194.0,3.007751937984496,False,False,False,False,172.3410852713178,False,False,False,False
2024-12-02 17:00:00+00:00,247.29,247.585,247.26,247.26,15.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,97.50566893424028,40.022675736961105,False,False,True,False,True,,246.25,247.4225,-1,0,,,False,False,False,False,,,False,False,False,False,179.0,5.736313923442101,False,False,False,False,169.90168860044466,False,False,False,False
2024-12-02 18:00:00+00:00,247.26,247.43,247.075,247.19,18.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,90.95043535748738,40.022675736961105,False,False,True,False,False,,246.25,247.4225,-1,0,,,False,False,False,False,,,False,False,False,False,161.0,8.143502854861602,False,False,False,False,167.54662366090287,False,False,False,False
2024-12-02 19:00:00+00:00,248.25,249.0,247.22,248.77,41.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,92.22531731715749,40.022675736961105,False,False,True,False,False,,248.11,248.11,1,0,,,False,False,False,False,,,False,False,False,False,202.0,11.149029942383127,False,False,False,False,165.5846605033695,False,False,False,False
2024-12-02 20:00:00+00:00,248.77,248.77,247.41,248.22,151.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,86.62385743983117,44.90142790372032,False,False,True,False,False,,248.09,248.11,1,0,,,False,False,False,False,,,False,False,False,False,51.0,11.766874439400443,False,False,False,False,165.3585417358754,False,False,False,False
2024-12-03 15:00:00+00:00,246.535,248.13,245.345,245.345,30.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,70.61571163940111,30.22804492642142,False,False,True,False,False,,246.7375,248.11,-1,0,,,False,False,False,False,,,False,False,False,False,21.0,11.910023672898111,False,False,False,False,163.25995969345874,False,False,False,False
2024-12-03 16:00:00+00:00,245.345,245.345,242.45,243.52,126.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,56.665602181545125,18.10035395925506,False,False,False,False,False,,243.89749999999998,243.89749999999998,-1,0,,,False,False,False,False,,,False,False,False,False,-105.0,10.097465166341552,False,False,False,False,162.68228589976172,False,False,False,False
2024-12-03 17:00:00+00:00,243.52,245.6,243.425,245.6,55.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,52.62593002059588,15.345257547538552,False,False,False,False,False,,243.89749999999998,244.5125,1,0,,,False,False,False,False,,,False,False,False,False,-50.0,9.165721520351761,False,False,False,False,161.01279309511426,False,False,False,False
2024-12-03 18:00:00+00:00,245.6,245.6,244.75,244.75,30.0,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,48.44651067353069,12.05287498505868,False,False,False,True,False,,243.89749999999998,245.175,-1,0,,,False,False,False,False,,,False,False,False,False,-80.0,7.783307233214524,False,False,False,False,158.98158700061637,False,False,False,False
