date,Close,High,Low,Open,Volume,aVWAP_OB_bull_818,aVWAP_OB_bull_722,aVWAP_OB_bull_576,aVWAP_OB_bull_503,aVWAP_OB_bull_436,aVWAP_OB_bull_287,aVWAP_OB_bull_182,aVWAP_OB_bear_422,aVWAP_OB_bear_59,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,133.2176592386,133.3778219123,131.1072804784,132.2001551935,811164,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,132.24255119535002,132.24255119535002,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,811164.0,False,False,False,False
2022-01-04 00:00:00+00:00,132.1530485247,133.1422885686,131.8444998444,132.9444405598,749357,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,132.24255119535002,132.4933942065,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-749357,-29386.549019607843,False,False,False,False,808740.1960784313,False,False,False,False
2022-01-05 00:00:00+00:00,131.5029764959,133.4861672505,131.3239711546,133.4437712486,902859,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,132.24255119535002,132.40506920255,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1652216,-93026.91964628988,False,False,False,False,812431.1295655516,False,False,False,False
2022-01-06 00:00:00+00:00,129.0628510544,130.6267924571,128.8838457131,129.3172270657,837291,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,129.75531908509998,129.75531908509998,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2489507,-187006.53064055304,False,False,False,False,813406.026445334,False,False,False,False
2022-01-07 00:00:00+00:00,130.2593604408,130.4195231145,128.7142617056,129.1382217244,632293,,,,,,,,,,#000000,,,,4.353679447275268,-45.77693093614299,False,False,False,True,True,,129.56689241005,129.75531908509998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1857214,-252504.86277229607,False,False,False,False,806303.5548200269,False,False,False,False
2022-01-10 00:00:00+00:00,130.5891071221,130.6267924571,128.5823630331,129.1759070594,803451,,,,,,,,,,#000000,,,,8.816280907037648,-41.55269582690809,False,False,False,True,True,,129.60457774510002,129.75531908509998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1053763,-283926.75050671585,False,False,False,False,806191.6899251239,False,False,False,False
2022-01-11 00:00:00+00:00,130.7586911296,130.9235644702,129.5056537407,129.7694510857,720372,,,,,,,,,,#000000,,,,12.908905086566946,-37.772237349352466,False,False,False,True,True,,130.21460910545,130.21460910545,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-333391,-285866.5249966486,False,False,False,False,802826.2118888446,False,False,False,False
2022-01-12 00:00:00+00:00,132.0399925197,132.2849471972,130.9518284715,131.7761951747,591487,,,,,,,,,,#000000,,,,18.92982829253414,-32.177984633803774,False,False,False,True,True,,131.61838783435002,131.61838783435002,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,258096,-264534.6612712898,False,False,False,False,794538.3996579095,False,False,False,False
2022-01-13 00:00:00+00:00,128.0453470093,131.3333924884,127.9322910043,130.9848031396,657294,,,,,,,,,,#000000,,,,20.39786858479227,-31.088510518288995,False,False,False,True,True,,129.63284174634998,131.61838783435002,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-399198,-269815.57651555294,False,False,False,False,789156.2663379915,False,False,False,False
2022-01-14 00:00:00+00:00,130.8623258008,130.9989351402,128.6294697019,128.6577337031,1388825,,,,,,,,,,#000000,,,,24.72123416368722,-27.186620718892197,False,False,False,True,True,,129.63284174634998,131.61838783435002,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,989627,-220425.6715541587,False,False,False,False,812672.6872659134,False,False,False,False
