date,Open,High,Low,Close,Volume,aVWAP_OB_bear_150,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-16 14:00:00+00:00,22.75,24.2,22.165,23.33,18717.0,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,23.182499999999997,23.182499999999997,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18717.0,False,False,False,False
2025-05-16 15:00:00+00:00,23.49,24.515,23.28,24.505,23512.0,,0.0,0.0,0.0,0.0,#000000,,,,100.0,,False,False,True,False,False,,23.8975,23.8975,1,0,,,False,False,False,False,,,False,False,False,False,23512.0,364.52713178294573,False,False,False,False,18791.341085271317,False,False,False,False
2025-05-16 16:00:00+00:00,24.505,25.195,24.5,24.72,26946.0,,0.0,0.0,0.0,0.0,#000000,,,,100.0,50.0,False,False,True,False,True,,23.8975,24.8475,-1,0,,,False,False,False,False,,,False,False,False,False,50458.0,1141.1701219878612,False,False,False,False,18917.769905654706,False,False,False,False
2025-05-16 17:00:00+00:00,24.72,24.72,23.28,23.91,25515.0,,0.0,0.0,0.0,0.0,#000000,,,,88.29116192387644,39.26689843022007,False,False,True,False,False,,23.8975,24.8475,-1,0,,,False,False,False,False,,,False,False,False,False,24943.0,1510.1907402516154,False,False,False,False,19020.05254277634,False,False,False,False
2025-05-16 18:00:00+00:00,24.01,24.84,24.0,24.13,19175.0,,0.0,0.0,0.0,0.0,#000000,,,,81.20492133221978,33.421668892097216,False,False,True,False,False,,23.8975,24.8475,-1,0,,,False,False,False,False,,,False,False,False,False,44118.0,2170.7769303252335,False,False,False,False,19022.454828934846,False,False,False,False
2025-05-16 19:00:00+00:00,24.13,24.13,22.185,22.74,59488.0,,0.0,0.0,0.0,0.0,#000000,,,,68.32127370863074,22.411895480986928,False,False,True,False,False,,23.1575,24.8475,-1,0,,,False,False,False,False,,,False,False,False,False,-15370.0,1898.8269003977107,False,False,False,False,19649.827622284694,False,False,False,False
2025-05-19 14:00:00+00:00,24.305,24.99,24.01,24.445,16308.0,,0.0,0.0,0.0,0.0,#000000,,,,65.83268904730829,21.318366028652804,False,False,True,False,False,,23.1575,24.8475,1,0,,,False,False,False,False,,,False,False,False,False,938.0,1883.9303593062734,False,False,False,False,19598.01634131904,False,False,False,False
2025-05-19 15:00:00+00:00,24.64,26.51,24.55,26.51,9385.0,,0.0,0.0,0.0,0.0,#000000,,,,67.8501920241866,21.318366028652804,False,False,True,False,False,,25.53,25.53,1,0,,,False,False,False,False,,,False,False,False,False,10323.0,2014.7686483092768,False,False,False,False,19439.675002693937,False,False,False,False
2025-05-19 16:00:00+00:00,26.215,26.225,25.66,26.035,10733.0,,0.0,0.0,0.0,0.0,#000000,,,,67.69133135642012,21.318366028652804,False,False,True,False,True,,25.942500000000003,25.942500000000003,1,0,,,False,False,False,False,,,False,False,False,False,-410.0,1977.1753359323889,False,False,False,False,19304.687793349844,False,False,False,False
2025-05-19 17:00:00+00:00,26.035,26.045,24.82,24.82,9116.0,,0.0,0.0,0.0,0.0,#000000,,,,64.1606108690012,21.318366028652804,False,False,True,False,True,,25.4325,25.942500000000003,-1,0,,,False,False,False,False,,,False,False,False,False,-9526.0,1798.8315322745223,False,False,False,False,19146.72364151496,False,False,False,False
2025-05-19 18:00:00+00:00,24.82,24.96,23.54,23.83,9064.0,,0.0,0.0,0.0,0.0,#000000,,,,59.46624161109165,17.41628237987989,False,False,True,False,False,,24.25,24.25,-1,0,,,False,False,False,False,,,False,False,False,False,-18590.0,1482.72561704546,False,False,False,False,18990.402344747286,False,False,False,False
2025-05-19 19:00:00+00:00,23.83,24.35,23.83,24.0,16772.0,,0.0,0.0,0.0,0.0,#000000,,,,56.49093831313266,14.817605811758241,False,False,True,False,False,,24.09,24.09,-1,0,,,False,False,False,False,,,False,False,False,False,-1818.0,1431.5515764711117,False,False,False,False,18956.008509945004,False,False,False,False
2025-05-20 14:00:00+00:00,21.76,22.6,21.51,22.45,13223.0,,0.0,0.0,0.0,0.0,#000000,,,,51.52933325658681,10.29971786401643,False,False,False,False,False,,22.055,24.09,1,0,,,False,False,False,False,,,False,False,False,False,-15041.0,1176.163179936676,False,False,False,False,18867.12465707764,False,False,False,False
2025-05-20 15:00:00+00:00,22.425,22.64,22.15,22.22,5944.0,,0.0,0.0,0.0,0.0,#000000,,,,47.62786333110914,6.787885518791654,False,False,False,True,False,,22.055,24.09,-1,0,,,False,False,False,False,,,False,False,False,False,-20985.0,832.5792546663399,False,False,False,False,18666.766135262482,False,False,False,False
2025-05-20 16:00:00+00:00,22.2,22.27,22.0,22.215,11733.0,,0.0,0.0,0.0,0.0,#000000,,,,44.83283066141767,4.2419088304255865,False,False,False,True,False,,22.055,24.09,-1,0,,,False,False,False,False,,,False,False,False,False,-32718.0,312.4152352141486,False,False,False,False,18559.265885103374,False,False,False,False
2025-05-20 17:00:00+00:00,22.15,22.23,22.065,22.12,11652.0,,0.0,0.0,0.0,0.0,#000000,,,,42.666414720674126,2.167619811525313,False,False,False,True,False,,22.055,24.09,-1,0,,,False,False,False,False,,,False,False,False,False,-44370.0,-380.3353885876212,False,False,False,False,18452.17649153588,False,False,False,False
2025-05-20 18:00:00+00:00,22.115,22.13,21.6,21.675,12655.0,,0.0,0.0,0.0,0.0,#000000,,,,40.321562571971214,-0.18177332602928686,False,False,False,True,False,,22.055,24.09,-1,0,,,False,False,False,False,,,False,False,False,False,-57025.0,-1258.5472430281231,False,False,False,False,18362.29778624075,False,False,False,False
2025-05-20 19:00:00+00:00,21.675,22.24,21.665,21.95,10416.0,,0.0,0.0,0.0,0.0,#000000,,,,39.554182364149945,-1.1521548727346556,False,False,False,True,False,,22.055,18.603749999999998,-1,0,,,False,False,False,False,,,False,False,False,False,-46609.0,-1961.6550377098574,False,False,False,False,18239.099370950196,False,False,False,False
2025-05-21 14:00:00+00:00,22.09,22.43,21.46,22.43,7660.0,,0.0,0.0,0.0,0.0,#000000,,22.106666666666666,,40.522896474189785,-1.1521548727346556,False,False,False,True,False,,22.055,18.603749999999998,1,0,,,False,False,False,False,,,False,False,False,False,-38949.0,-2535.102246427534,False,False,False,False,18075.08232643934,False,False,False,False
