date,Open,High,Low,Close,Volume,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-02 16:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-02 17:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-02 18:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-02 19:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-02 20:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-03 15:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-03 16:00:00+00:00,0.2771,0.2771,0.2771,0.2771,0.0,#000000,,,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-03 17:00:00+00:00,0.2771,0.2771,0.2771,0.2771,710.0,#000000,,0.2771,,,,False,False,False,False,False,,0.2771,0.2771,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11.007751937984496,False,False,False,False
2024-12-03 18:00:00+00:00,0.2771,0.2771,0.2753,0.2753,11.0,#000000,,0.2764908460471567,,0.0,,False,False,False,True,False,,0.2762,0.2771,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11.0,-0.17054263565891473,False,False,False,False,11.007631752899465,False,False,False,False
2024-12-03 19:00:00+00:00,0.2753,0.2753,0.2753,0.2753,0.0,#000000,,0.2764908460471567,,0.0,-50.0,False,False,False,True,True,,0.2753,0.2753,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11.0,-0.33844119944714857,False,False,False,False,10.83697079549017,False,False,False,False
2024-12-03 20:00:00+00:00,0.2753,0.2753,0.2753,0.2753,0.0,#000000,,0.2764908460471567,,0.0,-50.0,False,False,False,True,True,,0.2753,0.2753,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11.0,-0.5037366847270377,False,False,False,False,10.6689557443973,False,False,False,False
2024-12-04 15:00:00+00:00,0.2753,0.2753,0.2753,0.2753,0.0,#000000,,0.2764908460471567,,0.0,-50.0,False,False,False,True,True,,0.2753,0.2753,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11.0,-0.666469449304913,False,False,False,False,10.503545577817496,False,False,False,False
2024-12-04 16:00:00+00:00,0.2753,0.2753,0.2732,0.275,106.0,#000000,,0.27569120495251087,,0.0,-50.0,False,False,False,True,True,,0.27425,0.2753,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-117.0,-2.47009007799786,False,False,False,False,11.984110762657535,False,False,False,False
