date,Close,High,Low,Open,Volume,aVWAP_OB_bull_176,aVWAP_OB_bull_141,aVWAP_OB_bull_113,aVWAP_OB_bull_60,aVWAP_OB_bull_34,aVWAP_OB_bear_161,aVWAP_OB_bear_147,aVWAP_OB_bear_126,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,8.865,9.37599,8.63,9.2,936373,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,9.002995,9.002995,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,936373.0,False,False,False,False
2022-01-07 00:00:00+00:00,9.079,9.55,8.8,8.997,770234,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,9.002995,9.175,1,0,,,False,False,False,False,,,False,False,False,False,770234,57054.370370370365,False,False,False,False,924066.4074074074,False,False,False,False
2022-01-14 00:00:00+00:00,9.127,9.477,8.85,8.928,580674,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,9.002995,9.175,-1,0,,,False,False,False,False,,,False,False,False,False,1350908,152895.37997256516,False,False,False,False,898629.9327846365,False,False,False,False
2022-01-21 00:00:00+00:00,9.524,10.2,8.9,8.9,785467,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,9.002995,9.55,-1,0,,,False,False,False,False,,,False,False,False,False,2136375,299819.79627089365,False,False,False,False,890247.4933191079,False,False,False,False
2022-01-28 00:00:00+00:00,8.2,9.599,8.102,9.5,926739,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,84.59840933984718,35.320358902041846,False,False,True,False,False,,8.8505,9.55,-1,0,,,False,False,False,False,,,False,False,False,False,1209636,367213.58913971635,False,False,False,False,892950.5678880629,False,False,False,False
2022-02-04 00:00:00+00:00,8.443,8.867,8.1,8.25,527844,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,74.46669051325019,26.205026567087586,False,False,True,False,False,,8.4835,8.4835,-1,0,,,False,False,False,False,,,False,False,False,False,1737480,468714.8047589966,False,False,False,False,865905.6369333916,False,False,False,False
2022-02-11 00:00:00+00:00,8.889,8.997,8.21,8.401,752187,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,69.1733000711487,21.91077320878236,False,False,True,False,False,,8.4835,8.6035,1,0,,,False,False,False,False,,,False,False,False,False,2489667,618414.9673694413,False,False,False,False,857482.0341975847,False,False,False,False
2022-02-18 00:00:00+00:00,8.168,9.0,8.018,8.89,1140940,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,62.26009676872588,16.043817623166603,False,False,False,False,False,,8.4835,8.6035,-1,1,,,False,False,False,False,,,False,False,False,False,1348727,672512.1549717049,False,False,False,False,878478.9205533192,False,False,False,False
2022-02-25 00:00:00+00:00,7.7,8.25,7.451,8.2,1021673,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,55.63699001603149,10.473081769334527,False,False,False,True,False,,8.4835,5.034625,-1,0,,,False,False,False,False,,,False,False,False,False,327054,646922.6620108379,False,False,False,False,889085.8894012214,False,False,False,False
2022-03-04 00:00:00+00:00,8.004,8.294,7.3,7.8,1576736,,,,,,,,,0.0,0.0,0.0,0.0,7.8660000000000005,#000000,,7.8660000000000005,,51.881569185298616,7.62385382583836,False,True,False,True,False,,8.4835,4.8896250000000006,-1,1,,,False,False,False,False,,,False,False,False,False,1903790,740023.9463063314,False,False,False,False,940022.9346307606,False,False,False,False
2022-03-11 00:00:00+00:00,8.866,9.78,8.3,8.8,2014116,,,,,,,,,0.0,0.0,0.0,0.0,8.736983305354826,#000000,,8.736983305354826,,51.95974534618453,7.62385382583836,False,True,False,True,False,,8.4835,5.70175,1,1,,,False,False,False,False,,,False,False,False,False,3917906,975422.6169503068,False,False,False,False,1019585.3839173709,False,False,False,False
2022-03-18 00:00:00+00:00,8.764,8.795,7.8,8.695,2905592,,,,,,,,,0.0,0.0,0.0,0.0,8.57205485519183,#000000,,8.57205485519183,,51.70517069203564,7.62385382583836,False,True,False,False,True,,11.547999999999998,5.70175,1,1,,,False,False,False,False,,,False,False,False,False,1012314,978155.3119910249,False,False,False,False,1159289.5777012694,False,False,False,False
2022-03-25 00:00:00+00:00,8.542,9.18899,8.358,8.785,870382,,,,,,,,,0.0,0.0,0.0,0.0,8.587168286252062,#000000,,8.587168286252062,,50.83433950769793,7.62385382583836,False,True,False,False,True,,11.77424125,5.772748750000001,1,1,,,False,False,False,False,,,False,False,False,False,141932,916212.8444361341,False,False,False,False,1137889.0163900643,False,False,False,False
2022-04-01 00:00:00+00:00,8.393,8.7,8.1,8.4,917462,,,,,,,,,0.0,0.0,0.0,0.0,8.562589871420116,#000000,,8.562589871420116,,49.72071159443439,6.789787511264734,False,True,False,False,True,,11.338121249999999,5.772748750000001,1,1,,,False,False,False,False,,,False,False,False,False,-775530,790898.5596630871,False,False,False,False,1121561.0892500596,False,False,False,False
2022-04-08 00:00:00+00:00,8.161,8.6,7.808,8.59,602743,,,,,,,,,0.0,0.0,0.0,0.0,8.534033677807452,#000000,,8.534033677807452,,48.20134885738652,5.319935665786701,False,True,False,True,True,,11.14399625,5.772748750000001,1,1,,,False,False,False,False,,,False,False,False,False,-1378273,630219.1848732288,False,False,False,False,1083130.119675981,False,False,False,False
2022-04-15 00:00:00+00:00,8.5,8.663,7.918,8.32,511844,,,,,,,,,0.0,0.0,0.0,0.0,8.523263996733807,#000000,,8.523263996733807,,48.17797788719081,5.224339067295823,False,True,False,False,True,,11.14162125,5.772748750000001,1,1,,,False,False,False,False,,,False,False,False,False,-866429,519356.35636410076,False,False,False,False,1040812.6293296121,False,False,False,False
2022-04-22 00:00:00+00:00,7.5,8.7,7.319,8.7,937732,,,,,,,,,0.0,0.0,0.0,0.0,8.455175786634298,#000000,,8.455175786634298,,45.767088089828036,2.7610625890817957,False,True,False,True,True,,11.078871249999999,5.772748750000001,1,1,,,False,False,False,False,,,False,False,False,False,-1804161,347243.9595963896,False,False,False,False,1033177.0271570483,False,False,False,False
2022-04-29 00:00:00+00:00,6.702,7.4,6.604,7.355,1244779,,,,,,,,,0.0,0.0,0.0,0.0,8.27467222788679,#000000,,8.27467222788679,,42.5592533610013,-0.4457942909087649,False,True,False,True,False,,10.03462125,5.772748750000001,1,0,,,False,False,False,False,,,False,False,False,False,-3048940,95674.77740406446,False,False,False,False,1048851.2473676375,False,False,False,False
