date,Open,High,Low,Close,Volume,aVWAP_OB_bull_780,aVWAP_OB_bull_677,aVWAP_OB_bull_603,aVWAP_OB_bull_273,aVWAP_OB_bear_823,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,4.52,4.58,4.515,4.57,3409.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,4.547499999999999,4.547499999999999,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3409.0,False,False,False,False
2024-12-02 16:00:00+00:00,4.565,4.64,4.565,4.585,2698.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,,False,False,True,False,False,,4.547499999999999,4.6025,-1,0,,,False,False,False,False,,,False,False,False,False,2698.0,41.82945736434108,False,False,False,False,3397.9767441860463,False,False,False,False
2024-12-02 17:00:00+00:00,4.585,4.585,4.555,4.555,1651.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,80.35714285714268,-28.571428571429294,False,False,True,False,True,,4.547499999999999,4.6025,-1,0,,,False,False,False,False,,,False,False,False,False,1047.0,57.41349678504898,False,False,False,False,3370.891833423472,False,False,False,False
2024-12-02 18:00:00+00:00,4.555,4.595,4.555,4.595,2308.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,76.18871199932235,-28.571428571429294,False,False,True,False,True,,4.547499999999999,4.6025,-1,0,,,False,False,False,False,,,False,False,False,False,3355.0,108.53886892791644,False,False,False,False,3354.4128902696193,False,False,False,False
2024-12-02 19:00:00+00:00,4.595,4.595,4.57,4.575,3464.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,69.14517587242861,-28.571428571429294,False,False,True,False,True,,4.547499999999999,4.6025,-1,0,,,False,False,False,False,,,False,False,False,False,-109.0,105.16617328562316,False,False,False,False,3356.1119152266792,False,False,False,False
2024-12-02 20:00:00+00:00,4.575,4.635,4.575,4.63,4417.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,69.59205469167271,-28.571428571429294,False,False,True,False,True,,4.605,4.605,1,0,,,False,False,False,False,,,False,False,False,False,4308.0,170.32638765328792,False,False,False,False,3372.5597925099864,False,False,False,False
2024-12-03 15:00:00+00:00,4.58,4.585,4.46,4.515,1876.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,60.286393761078486,-28.571428571429294,False,False,True,False,True,,4.5225,4.605,-1,0,,,False,False,False,False,,,False,False,False,False,2432.0,205.39109482145398,False,False,False,False,3349.3573151067308,False,False,False,False
2024-12-03 16:00:00+00:00,4.515,4.55,4.505,4.525,2078.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,54.42372954901646,-28.571428571429294,False,False,False,False,True,,4.5225,4.605,1,0,,,False,False,False,False,,,False,False,False,False,4510.0,272.1292173823617,False,False,False,False,3329.646348981045,False,False,False,False
2024-12-03 17:00:00+00:00,4.525,4.53,4.425,4.465,1474.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,47.697900489772955,-28.571428571429294,False,False,False,True,True,,4.4775,4.605,-1,0,,,False,False,False,False,,,False,False,False,False,3036.0,314.97992719038706,False,False,False,False,3300.876638144129,False,False,False,False
2024-12-03 18:00:00+00:00,4.465,4.47,4.415,4.425,464.0,,,,,,0.0,0.0,0.0,0.0,#000000,,,,41.65167562956855,-28.571428571429294,False,False,False,True,False,,4.4425,4.4425,-1,0,,,False,False,False,False,,,False,False,False,False,2572.0,349.9724864587531,False,False,False,False,3256.894054607011,False,False,False,False
