date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_97,aVWAP_OB_bull_42,aVWAP_OB_bear_163,aVWAP_OB_bear_154,aVWAP_OB_bear_55,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,7.1822267293,7.2862451854,6.9840963368,7.0633484938,2404744,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,7.1351707611,7.1351707611,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2404744.0,False,False,False,False
2022-01-07 00:00:00+00:00,7.271385406,7.5041886172,6.8751246209,7.1326941312,4271268,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,7.18965661905,7.18965661905,1,0,,,False,False,False,False,,,False,False,False,False,4271268,316390.2222222222,False,False,False,False,2543005.037037037,False,False,False,False
2022-01-14 00:00:00+00:00,7.8063374658,8.2273645499,7.0435354546,7.192133249,5925268,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,7.63545000225,7.63545000225,1,0,,,False,False,False,False,,,False,False,False,False,10196536,1048252.8724279834,False,False,False,False,2793543.0342935524,False,False,False,False
2022-01-21 00:00:00+00:00,7.588394034,8.3115699668,7.5041886172,7.8558700639,4969610,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,93.90716738657262,44.192768915327036,False,False,True,False,False,,7.63545000225,7.9078792920000005,-1,0,,,False,False,False,False,,,False,False,False,False,5226926,1357784.2152110958,False,False,False,False,2954733.1799014374,False,False,False,False
2022-01-28 00:00:00+00:00,6.9940028564,7.6181135929,6.7215735667,7.2911984452,7432714,,,,,,,0.0,0.0,0.0,0.0,7.111230005333333,#000000,,7.111230005333333,,81.99386957140985,33.05210808181582,False,False,True,False,False,,7.1698435798,7.1698435798,-1,0,,,False,False,False,False,,,False,False,False,False,-2205788,1093815.902973237,False,False,False,False,3286435.4628717015,False,False,False,False
2022-02-04 00:00:00+00:00,7.2911984452,7.3981888572,6.8602648415,6.9741898172,7321621,,,,,,,0.0,0.0,0.0,0.0,7.146952678270639,#000000,,7.146952678270639,,75.28103758336586,27.228955305563275,False,False,True,False,False,,7.12922684935,7.1698435798,1,0,,,False,False,False,False,,,False,False,False,False,5115833,1391743.0953455898,False,False,False,False,3585338.095251575,False,False,False,False
2022-02-11 00:00:00+00:00,7.9747482995,8.3611025649,7.2416658471,7.3308245237,5561748,,,,,,,0.0,0.0,0.0,0.0,7.600551370991227,#000000,,7.600551370991227,,73.50639362280383,26.18822221277108,False,False,True,False,False,,7.801384206,7.801384206,1,0,,,False,False,False,False,,,False,False,False,False,10677581,2079582.9401348054,False,False,False,False,3731738.828936644,False,False,False,False
2022-02-18 00:00:00+00:00,7.6973657499,8.2917569275,7.6874592303,7.9450287406,3885330,,,,,,,0.0,0.0,0.0,0.0,7.651511895668008,#000000,,7.651511895668008,,70.29124572761603,23.643781311588256,False,False,True,False,False,,7.801384206,7.801384206,-1,1,,,False,False,False,False,,,False,False,False,False,6792251,2428669.4630877827,False,False,False,False,3743115.9527191147,False,False,False,False
2022-02-25 00:00:00+00:00,7.7369918284,7.8608233238,6.9741898172,7.7072722695,6467655,,,,,,,0.0,0.0,0.0,0.0,7.590529847325984,#000000,,7.590529847325984,,67.95837240353835,21.881388098362194,False,False,True,False,False,,7.801384206,4.9180916687375005,-1,1,,,False,False,False,False,,,False,False,False,False,13259906,3230983.280636836,False,False,False,False,3944933.659925106,False,False,False,False
2022-03-04 00:00:00+00:00,8.1035330546,8.3165232266,7.5487679555,7.5487679555,8185715,,,,,,,0.0,0.0,0.0,0.0,7.691281059687197,#000000,,7.691281059687197,,67.52409960048841,21.84294854759439,False,True,True,False,False,,7.801384206,5.381221461237499,1,1,,,False,False,False,False,,,False,False,False,False,21445621,4580215.7042933665,False,False,False,False,4259065.611041765,False,False,False,False
