date,Open,High,Low,Close,Volume,aVWAP_OB_bear_809,aVWAP_OB_bear_487,aVWAP_OB_bear_2,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,21.33,21.735,21.31,21.63,9478.0,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,21.5225,21.5225,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9478.0,False,False,False,False
2024-12-02 16:00:00+00:00,21.62,21.65,21.43,21.48,10626.0,,,,0.0,0.0,0.0,0.0,#000000,,,,0.0,,False,False,False,True,False,,21.5225,21.54,-1,0,,,False,False,False,False,,,False,False,False,False,-10626.0,-164.74418604651163,False,False,False,False,9495.798449612403,False,False,False,False
2024-12-02 17:00:00+00:00,21.49,21.85,21.48,21.58,6641.0,,,21.636666666666667,-1.0,21.85,21.48,0.0,#000000,,,,12.087912087912006,-74.17582417582402,False,False,False,True,True,,21.5225,21.665,1,0,,,False,False,False,False,,,False,False,False,False,-3985.0,-223.97295835586803,False,False,False,False,9451.538008533142,False,False,False,False
2024-12-02 18:00:00+00:00,21.58,21.74,21.54,21.72,5494.0,,,21.650248866913888,0.0,0.0,0.0,0.0,#000000,,,,27.22494751904556,-59.2928823566256,False,False,False,True,True,,21.64,21.665,1,0,,,False,False,False,False,,,False,False,False,False,1509.0,-197.1051605519011,False,False,False,False,9390.18083010627,False,False,False,False
2024-12-02 19:00:00+00:00,21.71,21.74,21.51,21.54,6234.0,,,21.632064347542055,0.0,0.0,0.0,0.0,#000000,,,,31.379269710487918,-54.64682341510085,False,False,False,True,True,,21.625,21.665,-1,0,,,False,False,False,False,,,False,False,False,False,-4725.0,-267.3050805433445,False,False,False,False,9341.247793980592,False,False,False,False
2024-12-02 20:00:00+00:00,21.53,21.82,21.5,21.725,17511.0,,,21.65627243589744,0.0,0.0,0.0,0.0,#000000,,,,39.14182047219546,-46.18894322026759,False,False,False,True,True,,21.625,21.665,1,0,,,False,False,False,False,,,False,False,False,False,12786.0,-64.92825758918411,False,False,False,False,9467.910618880118,False,False,False,False
2024-12-03 15:00:00+00:00,21.53,21.545,21.37,21.425,6757.0,,,21.623054663007874,0.0,0.0,0.0,0.0,#000000,,,,39.006767396341836,-44.87097295464774,False,False,False,True,True,,21.457500000000003,21.665,-1,0,,,False,False,False,False,,,False,False,False,False,6029.0,29.551250280415637,False,False,False,False,9425.880996881977,False,False,False,False
2024-12-03 16:00:00+00:00,21.43,21.515,21.38,21.4,1741.0,,,21.615546291706103,0.0,0.0,0.0,0.0,#000000,,,,38.576813554867,-43.38666395269475,False,False,False,True,True,,21.447499999999998,21.447499999999998,-1,0,,,False,False,False,False,,,False,False,False,False,4288.0,95.57371151637818,False,False,False,False,9306.735555069852,False,False,False,False
2024-12-03 17:00:00+00:00,21.4,21.42,21.31,21.34,4467.0,,,21.591871088818372,0.0,0.0,0.0,0.0,#000000,,,,37.478889163226,-42.358858471604236,False,False,False,True,True,,21.365000000000002,21.365000000000002,-1,0,,,False,False,False,False,,,False,False,False,False,-179.0,91.3167547486824,False,False,False,False,9231.700895301326,False,False,False,False
2024-12-03 18:00:00+00:00,21.345,21.445,21.275,21.34,9819.0,,,21.551945372516933,0.0,0.0,0.0,0.0,#000000,,,,36.694657454911,-40.903415198581094,False,False,False,True,True,,21.36,21.36,-1,0,,,False,False,False,False,,,False,False,False,False,-179.0,87.12579731071834,False,False,False,False,9240.806307777275,False,False,False,False
