date,Close,High,Low,Open,Volume,aVWAP_OB_bull_126,aVWAP_OB_bear_759,aVWAP_OB_bear_726,aVWAP_OB_bear_636,aVWAP_OB_bear_597,aVWAP_OB_bear_451,aVWAP_OB_bear_212,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.9847678365,12.1324999516,11.7077701207,11.7262366351,1280215,,,,,,,,#000000,,,,,,False,False,False,False,False,,11.92013503615,11.92013503615,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1280215.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.6523705775,12.1324999516,11.5738878914,12.0724837798,2614765,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,11.8531939215,11.92013503615,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2614765,-102539.80392156863,False,False,False,False,1332550.2941176472,False,False,False,False
2022-01-05 00:00:00+00:00,11.5969710344,12.1232666944,11.555421377,11.8093359498,2560686,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,11.8393440357,11.8393440357,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5175451,-301477.4978854287,False,False,False,False,1380712.4786620531,False,False,False,False
2022-01-06 00:00:00+00:00,12.7049618975,12.7926778409,11.9386015505,12.0217008652,3625561,,,,,,,,#000000,,,,13.809460053835744,-36.60482374777933,False,False,False,True,True,,11.8393440357,12.3656396957,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1549890,-350434.85090952954,False,False,False,False,1468745.7540086394,False,False,False,False
2022-01-07 00:00:00+00:00,12.8988602986,13.065058928,12.391031153,12.7141951547,2835344,,,,,,,,#000000,,,,25.646075436436753,-25.454733867948406,False,False,False,True,True,,12.7280450405,12.7280450405,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1285454,-286282.34695229307,False,False,False,False,1522337.842086732,False,False,False,False
2022-01-10 00:00:00+00:00,12.9542598417,13.065058928,12.6403290972,12.7695946979,2119453,,,,,,,,#000000,,,,35.467769863967085,-16.472767837443904,False,False,True,False,True,,12.8526940126,12.8526940126,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3404907,-141529.82354239922,False,False,False,False,1545754.1227892132,False,False,False,False
2022-01-11 00:00:00+00:00,13.7483199603,13.7575532175,13.1204584712,13.1204584712,2901620,,,,,,,,#000000,,,,44.80218491258874,-8.079159864857708,False,False,True,False,True,,13.43900584435,13.43900584435,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6306527,111335.14992985173,False,False,False,False,1598925.3336602245,False,False,False,False
2022-01-12 00:00:00+00:00,13.7760197319,14.1268835052,13.6929204172,13.9145185898,2125506,,,,,,,,#000000,,,,52.47005787838205,-1.3745633718524601,False,False,True,False,True,,13.43900584435,13.9099019612,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8432033,437637.0264031909,False,False,False,False,1619575.5558696275,False,False,False,False
2022-01-13 00:00:00+00:00,13.9514516186,14.1822830484,13.7021536744,13.8868188182,2580854,,,,,,,,#000000,,,,58.929993526915595,4.149766476769095,False,False,True,False,True,,13.9422183614,13.9422183614,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11012887,852352.7116422815,False,False,False,False,1657272.7497570931,False,False,False,False
2022-01-14 00:00:00+00:00,14.6254793937,14.7039620798,14.0068511617,14.0899504765,3282909,,,,,,,,#000000,,,,64.74297999865799,9.07832492693197,False,False,True,False,True,,14.35540662075,14.35540662075,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14295796,1379546.5660876823,False,False,False,False,1721023.1909430893,False,False,False,False
2022-01-18 00:00:00+00:00,14.4223477354,15.022509453,14.1177425806,14.8470775663,2872776,,,,,,,,#000000,,14.520866589666667,,68.31855451555805,11.886892061562875,False,False,True,False,True,,14.35540662075,14.5701260168,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11423020,1773408.2693783613,False,False,False,False,1766189.9677688505,False,False,False,False
