date,Open,High,Low,Close,Volume,aVWAP_OB_bull_708,aVWAP_OB_bull_672,aVWAP_OB_bull_642,aVWAP_OB_bull_587,aVWAP_OB_bear_540,aVWAP_OB_bear_420,aVWAP_OB_bear_263,aVWAP_OB_bear_192,aVWAP_OB_bear_59,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,123.13,127.28,122.68,127.28,22474.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,124.98,124.98,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,22474.0,False,False,False,False
2024-12-02 16:00:00+00:00,127.325,128.7,126.89,127.19,12901.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,0.0,,False,False,False,True,False,,124.98,127.79499999999999,-1,0,,,False,False,False,False,,,False,False,False,False,-12901.0,-200.015503875969,False,False,False,False,22325.581395348836,False,False,False,False
2024-12-02 17:00:00+00:00,127.205,128.22,126.47,128.19,7353.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,26.4105642256902,-102.82112845138042,False,False,False,True,True,,127.345,127.79499999999999,1,0,,,False,False,False,False,,,False,False,False,False,-5548.0,-282.92999218796945,False,False,False,False,22093.448350459705,False,False,False,False
2024-12-02 18:00:00+00:00,128.19,129.245,127.96,129.05,11550.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,46.283320490907144,-82.40355485612403,False,False,False,False,True,,128.6025,128.6025,1,0,,,False,False,False,False,,,False,False,False,False,6002.0,-185.48921711528777,False,False,False,False,21929.9840349487,False,False,False,False
2024-12-02 19:00:00+00:00,129.02,130.42,128.47,130.16,9000.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,60.93746380201017,-66.40649824877912,False,False,True,False,True,,129.445,129.445,1,0,,,False,False,False,False,,,False,False,False,False,15002.0,49.975731987274855,False,False,False,False,21729.519166189806,False,False,False,False
2024-12-02 20:00:00+00:00,130.145,131.24,129.74,130.7,20773.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,71.526585074975,-53.61878168031589,False,False,True,False,True,,130.49,130.49,1,0,,,False,False,False,False,,,False,False,False,False,35775.0,603.8520772277822,False,False,False,False,21714.689411675237,False,False,False,False
2024-12-03 15:00:00+00:00,129.24,130.44,127.435,128.15,9171.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,65.72777667368202,-53.61878168031589,False,False,True,False,True,,128.9375,130.49,-1,0,,,False,False,False,False,,,False,False,False,False,26604.0,1006.955145797894,False,False,False,False,21520.213606843063,False,False,False,False
2024-12-03 16:00:00+00:00,128.03,128.35,127.08,127.825,11621.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,60.66785327529509,-53.61878168031589,False,False,True,False,True,,127.715,130.49,1,0,,,False,False,False,False,,,False,False,False,False,14983.0,1223.638011754516,False,False,False,False,21366.737426892007,False,False,False,False
2024-12-03 17:00:00+00:00,127.825,128.24,127.01,127.955,6863.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,57.4524240980231,-53.61878168031589,False,False,True,False,True,,127.625,130.49,-1,0,,,False,False,False,False,,,False,False,False,False,21846.0,1543.3645542079344,False,False,False,False,21141.873280738644,False,False,False,False
2024-12-03 18:00:00+00:00,127.8,128.27,126.76,126.825,6721.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,52.271430526296356,-53.61878168031589,False,False,False,False,True,,127.51500000000001,130.49,-1,0,,,False,False,False,False,,,False,False,False,False,15125.0,1753.9325456155634,False,False,False,False,20918.293850029517,False,False,False,False
2024-12-03 19:00:00+00:00,126.92,128.68,126.66,128.625,11233.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,53.14093794269722,-52.03435191531838,False,False,False,False,True,,127.51500000000001,130.49,1,0,,,False,False,False,False,,,False,False,False,False,26358.0,2135.3909557610586,False,False,False,False,20768.134255455418,False,False,False,False
2024-12-03 20:00:00+00:00,128.62,128.62,127.54,127.6,16874.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,51.52227124870562,-49.085598241927514,False,False,False,False,True,,127.51500000000001,130.49,-1,0,,,False,False,False,False,,,False,False,False,False,9484.0,2249.3228789275536,False,False,False,False,20707.760080952234,False,False,False,False
2024-12-04 15:00:00+00:00,134.09,137.15,133.2,135.715,16115.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,58.656097263569116,-37.9686638762139,False,False,True,False,True,,135.175,135.175,1,0,,,False,False,False,False,,,False,False,False,False,25599.0,2611.3333769286764,False,False,False,False,20636.55449830181,False,False,False,False
2024-12-04 16:00:00+00:00,135.41,136.955,133.89,136.515,12639.0,,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,64.13131882962672,-28.88853105424343,False,False,True,False,True,,135.4225,135.4225,1,0,,,False,False,False,False,,,False,False,False,False,38238.0,3163.6847974414104,False,False,False,False,20512.56140530488,False,False,False,False
