date,Close,High,Low,Open,Volume,aVWAP_OB_bear_164,aVWAP_OB_bear_152,aVWAP_OB_bear_31,aVWAP_OB_bear_12,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,2.0636615548,2.0829481113,1.9382989369,1.9382989369,85855,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,2.0106235241,2.0106235241,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,85855.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.0356960477,2.1408077811,1.9575854935,2.1215212245,96052,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,2.0106235241,2.0491966373,-1,0,,,False,False,False,False,,,False,False,False,False,-96052,-7114.962962962963,False,False,False,False,86610.33333333333,False,False,False,False
2022-01-14 00:00:00+00:00,2.0347317199,2.0568148272,1.9382989369,2.0202668024,38268,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.99755688205,2.0491966373,-1,0,,,False,False,False,False,,,False,False,False,False,-134320,-16537.55829903978,False,False,False,False,83029.41975308642,False,False,False,False
2022-01-21 00:00:00+00:00,1.9489065431,2.0829481113,1.9479422152,2.0347317199,52807,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.99755688205,2.0491966373,-1,0,,,False,False,False,False,,,False,False,False,False,-187127,-29173.81323985165,False,False,False,False,80790.72199359855,False,False,False,False
2022-01-28 00:00:00+00:00,1.8997258238,1.9575854935,1.8707959889,1.9190123804,102817,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.9141907412,1.9141907412,-1,0,,,False,False,False,False,,,False,False,False,False,-289944,-48490.12337023301,False,False,False,False,82422.29814222088,False,False,False,False
2022-02-04 00:00:00+00:00,1.841866154,1.9672287718,1.7550766494,1.9190123804,259533,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.8611527106,1.8611527106,-1,0,,,False,False,False,False,,,False,False,False,False,-549477,-85600.26237984537,False,False,False,False,95541.60939094526,False,False,False,False
2022-02-11 00:00:00+00:00,1.7454333711,1.9382989369,1.7357900928,1.8415864989,170978,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.83704451485,1.83704451485,-1,0,,,False,False,False,False,,,False,False,False,False,-720455,-132626.53924059757,False,False,False,False,101129.49017680116,False,False,False,False
2022-02-18 00:00:00+00:00,1.7454333711,1.8032930408,1.7261468145,1.7437940138,72580,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.83704451485,1.3297236979750002,-1,0,,,False,False,False,False,,,False,False,False,False,-720455,-176169.3881857385,False,False,False,False,99014.71312666775,False,False,False,False
2022-02-25 00:00:00+00:00,1.6782197214,1.7357900928,1.5525678052,1.7357900928,140577,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.83704451485,1.1911015725125003,-1,0,,,False,False,False,False,,,False,False,False,False,-861032,-226899.95202383195,False,False,False,False,102093.40104321088,False,False,False,False
2022-03-04 00:00:00+00:00,1.6007841967,1.677930423,1.5911409184,1.677930423,60545,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.83704451485,1.2175121009375,-1,0,,,False,False,False,False,,,False,False,False,False,-921577,-278357.51113317773,False,False,False,False,99015.74170667674,False,False,False,False
