date,Close,High,Low,Open,Volume,aVWAP_OB_bull_155,aVWAP_OB_bear_143,aVWAP_OB_bear_71,aVWAP_OB_bear_32,aVWAP_OB_bear_23,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.8181514514,11.8835806636,11.5022348898,11.5911488629,6092172,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,11.6929077767,11.6929077767,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6092172.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.5973278603,11.8345087545,11.4664694359,11.8181514514,9346200,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,11.650489095200001,11.6929077767,-1,0,,,False,False,False,False,,,False,False,False,False,-9346200,-692311.1111111111,False,False,False,False,6333211.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,11.3192537085,11.5809705573,11.2620031478,11.5646132542,18809245,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,11.42148685255,11.42148685255,-1,0,,,False,False,False,False,,,False,False,False,False,-28155445,-2726617.3251028806,False,False,False,False,7257361.769547326,False,False,False,False
2022-01-21 00:00:00+00:00,11.4664694359,11.7854368454,11.2865391024,11.3601469661,9697215,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,5.460502365839633,-44.7954586825591,False,False,False,True,True,,11.42148685255,11.5359879739,1,0,,,False,False,False,False,,,False,False,False,False,-18458230,-3891921.967687852,False,False,False,False,7438091.638469745,False,False,False,False
2022-01-28 00:00:00+00:00,11.4419334814,11.4419334814,11.0411795567,11.311075057,13255775,,,,,,0.0,0.0,0.0,0.0,11.308348839833332,#000000,,11.308348839833332,,9.478029734023629,-41.158223696057775,False,False,False,True,True,,11.24155651905,11.5359879739,-1,0,,,False,False,False,False,,,False,False,False,False,-31714005,-5952817.007118382,False,False,False,False,7869031.146731246,False,False,False,False
2022-02-04 00:00:00+00:00,11.482826739,11.7609008908,11.3683256177,11.4255761783,7732720,,,,,,0.0,0.0,0.0,0.0,11.392719359106554,#000000,,11.392719359106554,,13.789117646596381,-37.33043792426765,False,False,False,True,True,,11.24155651905,11.56461325425,-1,0,,,False,False,False,False,,,False,False,False,False,-23981285,-7288259.080665168,False,False,False,False,7858934.024751154,False,False,False,False
2022-02-11 00:00:00+00:00,11.4337548298,11.7118289816,11.3765042692,11.4582907844,9007597,,,,,,0.0,0.0,0.0,0.0,11.427145875575853,#000000,,11.427145875575853,,16.61355984825047,-34.99092659655804,False,False,False,True,True,,11.24155651905,11.56461325425,-1,0,,,False,False,False,False,,,False,False,False,False,-32988882,-9192008.926541822,False,False,False,False,7944020.171065884,False,False,False,False
2022-02-18 00:00:00+00:00,11.3846829207,11.5727919057,11.311075057,11.3846829207,7449159,,,,,,0.0,0.0,0.0,0.0,11.426291269213815,#000000,,11.426291269213815,,18.33276955381411,-33.698509945606304,False,False,False,True,True,,11.24155651905,11.56461325425,-1,1,,,False,False,False,False,,,False,False,False,False,-40438041,-11506529.820872057,False,False,False,False,7907363.788023967,False,False,False,False
2022-02-25 00:00:00+00:00,11.6627570725,11.6954716786,11.1147874204,11.3846829207,8829407,,,,,,0.0,0.0,0.0,0.0,11.43863900640256,#000000,,11.43863900640256,,25.216554492981683,-27.432427115721012,False,False,False,True,True,,12.6043243291375,11.56461325425,1,1,,,False,False,False,False,,,False,False,False,False,-31608634,-12995574.574881535,False,False,False,False,7975663.285207378,False,False,False,False
2022-03-04 00:00:00+00:00,12.0226177395,12.0389750426,11.5809705573,11.5809705573,12538400,,,,,,0.0,0.0,0.0,0.0,11.532915248146354,#000000,,11.532915248146354,,34.10633824303718,-19.39088981873263,True,False,False,False,True,,13.0429045171,11.56461325425,1,1,,,False,False,False,False,,,False,False,False,False,-19070234,-13445549.347112533,False,False,False,False,8313643.782599424,False,False,False,False
