date,Close,High,Low,Open,Volume,aVWAP_OB_bull_129,aVWAP_OB_bull_98,aVWAP_OB_bull_92,aVWAP_OB_bull_74,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.365988049,10.4039662284,9.9093365931,9.9169474507,128177,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,10.156651410750001,10.156651410750001,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,128177.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.670422353,10.8279671052,10.3431554762,10.4649291978,123494,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,10.5855612907,10.5855612907,1,0,,,False,False,False,False,,,False,False,False,False,123494,9147.703703703703,False,False,False,False,127830.11111111111,False,False,False,False
2022-01-14 00:00:00+00:00,10.8302503625,10.8835263657,10.4649291978,10.6552006378,116450,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,10.67422778175,10.67422778175,1,0,,,False,False,False,False,,,False,False,False,False,239944,26243.7256515775,False,False,False,False,126987.13991769547,False,False,False,False
2022-01-21 00:00:00+00:00,10.708476641,11.1499063817,10.5097468817,10.7769743593,189081,,,,,0.0,0.0,0.0,0.0,,#000000,,,,94.95268139033743,45.18927445016537,False,False,True,False,False,,10.67422778175,10.8298266317,-1,0,,,False,False,False,False,,,False,False,False,False,50863,28067.375603312503,False,False,False,False,131586.6851089773,False,False,False,False
2022-01-28 00:00:00+00:00,10.8307718774,10.930136757,10.1963653384,10.654972475,169272,,,,,0.0,0.0,0.0,0.0,,#000000,,,,92.01826575625807,42.56985434380442,False,False,True,False,False,,10.5632510477,10.8298266317,1,0,,,False,False,False,False,,,False,False,False,False,220135,42294.607040104165,False,False,False,False,134378.18991571973,False,False,False,False
2022-02-04 00:00:00+00:00,11.0142147321,11.3299657456,10.7466939023,10.8384153297,100976,,,,,0.0,0.0,0.0,0.0,11.030291460000003,#000000,,11.030291460000003,,90.70903653348905,41.55454512008171,False,False,True,False,False,,10.5632510477,11.03832982395,-1,0,,,False,False,False,False,,,False,False,False,False,321111,62947.67318528164,False,False,False,False,131903.9536256664,False,False,False,False
2022-02-11 00:00:00+00:00,10.9148498524,11.0486102673,10.7696242592,11.0065712798,179234,,,,,0.0,0.0,0.0,0.0,10.954005658806661,#000000,,10.954005658806661,,87.35158706680558,38.56629752475334,False,False,True,False,False,,10.5632510477,11.03832982395,-1,0,,,False,False,False,False,,,False,False,False,False,141877,68794.28998637188,False,False,False,False,135409.88298672816,False,False,False,False
2022-02-18 00:00:00+00:00,10.4724505182,11.0830058026,10.349245218,10.9377802093,209594,,,,,0.0,0.0,0.0,0.0,10.817456092155155,#000000,,10.817456092155155,,78.55285972028629,30.443700854452956,False,False,True,False,False,,10.5632510477,11.03832982395,-1,1,,,False,False,False,False,,,False,False,False,False,-67717,58682.34257997396,False,False,False,False,140905.00276548904,False,False,False,False
2022-02-25 00:00:00+00:00,10.5109521745,10.7727634375,10.1798379302,10.5263528371,96430,,,,,0.0,0.0,0.0,0.0,10.62554517667527,#000000,,10.62554517667527,,72.0948581736645,24.776536286587813,False,False,True,False,False,,10.5632510477,8.8014443118,-1,1,,,False,False,False,False,,,False,False,False,False,28713,56462.391277753675,False,False,False,False,137610.55811619354,False,False,False,False
2022-03-04 00:00:00+00:00,10.9652717191,11.049975363,10.5109521745,10.5494538308,256225,,,,,0.0,0.0,0.0,0.0,10.766211716815846,#000000,,10.766211716815846,,70.39043072681923,23.715587217659547,False,True,True,False,False,,10.5632510477,9.0852780618875,1,1,,,False,False,False,False,,,False,False,False,False,284938,73386.51044236452,False,False,False,False,146396.81307054957,False,False,False,False
