date,Close,High,Low,Open,Volume,aVWAP_OB_bear_162,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,147.4415912245,148.3144375096,140.6238152578,142.8037222023,154977,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,144.4691263837,144.4691263837,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,154977.0,False,False,False,False
2022-01-07 00:00:00+00:00,140.7960570086,147.6201279647,139.764610586,145.7901263783,269705,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,143.69236927535002,144.4691263837,-1,0,,,False,False,False,False,,,False,False,False,False,-269705,-19978.148148148146,False,False,False,False,163475.37037037036,False,False,False,False
2022-01-14 00:00:00+00:00,137.6121518096,144.3915885806,134.5176141677,139.9033733079,241911,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,139.45460137415,139.45460137415,-1,0,,,False,False,False,False,,,False,False,False,False,-511616,-56395.766803840874,False,False,False,False,169285.4170096022,False,False,False,False
2022-01-21 00:00:00+00:00,136.4615817065,141.6788220014,135.8664592394,137.9026707606,245411,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,138.7726406204,138.7726406204,-1,0,,,False,False,False,False,,,False,False,False,False,-757027,-108294.37667022302,False,False,False,False,174924.349082965,False,False,False,False
2022-01-28 00:00:00+00:00,139.0900392695,143.0575223836,133.7339370656,135.10271874,487048,,0.0,0.0,0.0,0.0,138.6271662395667,#000000,,138.6271662395667,,4.917126320006964,-45.313363976243366,False,False,False,True,True,,138.39572972460002,138.7726406204,1,0,,,False,False,False,False,,,False,False,False,False,-269979,-120271.01543539167,False,False,False,False,198044.6195212639,False,False,False,False
2022-02-04 00:00:00+00:00,147.8780143671,149.911349463,139.2784947175,139.2784947175,577715,,0.0,0.0,0.0,0.0,142.45890402802382,#000000,,142.45890402802382,,16.393229733073532,-34.54807063285203,False,False,False,True,True,,144.59492209025,144.59492209025,1,0,,,False,False,False,False,,,False,False,False,False,307736,-88566.79206980711,False,False,False,False,226168.3514085777,False,False,False,False
2022-02-11 00:00:00+00:00,149.0186657624,157.1321687305,147.5457376563,147.7589898737,341837,,0.0,0.0,0.0,0.0,147.91160524285544,#000000,,147.91160524285544,,25.87829783510928,-26.037121239476733,False,False,False,True,True,,144.59492209025,152.33895319340002,-1,0,,,False,False,False,False,,,False,False,False,False,649573,-33889.77043500658,False,False,False,False,234736.39945238677,False,False,False,False
2022-02-18 00:00:00+00:00,146.9853306664,155.634443855,146.7572003874,149.2963895803,404090,,0.0,0.0,0.0,0.0,148.10198222237958,#000000,,148.10198222237958,,31.947782538122247,-20.96802484519524,False,False,False,False,True,,144.59492209025,152.33895319340002,-1,1,,,False,False,False,False,,,False,False,False,False,245483,-13195.491143524618,False,False,False,False,247281.11060406183,False,False,False,False
2022-02-25 00:00:00+00:00,138.5941038803,146.4596391538,134.4381653184,145.3487438819,465473,,0.0,0.0,0.0,0.0,145.4559169010057,#000000,,145.4559169010057,,33.05406565839563,-20.633961554692878,False,False,False,True,True,,144.59492209025,152.33895319340002,-1,1,,,False,False,False,False,,,False,False,False,False,-219990,-28513.60291067094,False,False,False,False,263443.47278153873,False,False,False,False
2022-03-04 00:00:00+00:00,123.4085622614,137.2600376832,120.1453074001,136.3425572131,675447,,0.0,0.0,0.0,0.0,139.9635162316112,#000000,,139.9635162316112,,30.86019368340793,-20.633961554692878,True,False,False,True,False,,144.59492209025,96.7185966455,-1,0,,,False,False,False,False,,,False,False,False,False,-895437,-92730.15084321382,False,False,False,False,293962.25257549883,False,False,False,False
