date,Close,High,Low,Open,Volume,aVWAP_OB_bull_76,aVWAP_OB_bear_154,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,107.5874759295,108.7897900164,104.3478274532,105.3625861422,427156,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,106.5688087348,106.5688087348,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,427156.0,False,False,False,False
2022-01-07 00:00:00+00:00,98.643445284,107.9521467069,95.7452722637,107.8081977158,1143718,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,101.84870948529999,106.5688087348,-1,0,,,False,False,False,False,,,False,False,False,False,-1143718,-84719.85185185185,False,False,False,False,480234.6666666667,False,False,False,False
2022-01-14 00:00:00+00:00,92.6647638547,97.3095179667,91.7722801101,97.3095179667,1034110,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,94.5408990384,94.5408990384,-1,0,,,False,False,False,False,,,False,False,False,False,-2177828,-239764.89986282578,False,False,False,False,521262.4691358025,False,False,False,False
2022-01-21 00:00:00+00:00,92.7319400506,100.0061623995,90.1888412082,92.2904964779,1110699,,,0.0,0.0,0.0,0.0,,#000000,,,,0.11108395736167469,-49.894123103139655,False,False,False,True,True,,94.5408990384,95.09750180385001,-1,0,,,False,False,False,False,,,False,False,False,False,-1067129,-301051.1295026165,False,False,False,False,564924.4343850024,False,False,False,False
2022-01-28 00:00:00+00:00,90.2560174041,93.7779693857,86.9164008111,89.8625568285,1131204,,,0.0,0.0,0.0,0.0,90.31679586696666,#000000,,90.31679586696666,,0.17916954548157496,-49.83313432233887,False,False,False,True,True,,90.3471850984,90.3471850984,-1,0,,,False,False,False,False,,,False,False,False,False,-2198333,-441590.52731723746,False,False,False,False,606871.0688750022,False,False,False,False
2022-02-04 00:00:00+00:00,94.3633619494,97.9045071299,89.8433636296,90.96616576,1453124,,,0.0,0.0,0.0,0.0,92.40864745426744,#000000,,92.40864745426744,,5.2470228189821215,-45.008077916202666,False,False,False,True,True,,90.3471850984,93.87393537975001,1,0,,,False,False,False,False,,,False,False,False,False,-745209,-464080.7845529977,False,False,False,False,669556.4711805576,False,False,False,False
2022-02-11 00:00:00+00:00,102.7507898294,106.1191962205,92.2425134809,94.6032769345,2342477,,,0.0,0.0,0.0,0.0,98.2825731885346,#000000,,98.2825731885346,,14.861638806200414,-36.0260524559738,False,False,False,True,True,,99.1808548507,99.1808548507,1,0,,,False,False,False,False,,,False,False,False,False,1597268,-311388.2819935164,False,False,False,False,793476.5103523682,False,False,False,False
2022-02-18 00:00:00+00:00,98.1540187144,105.2999345293,97.9860782248,103.0003014139,1064853,,,0.0,0.0,0.0,0.0,98.68046576185354,#000000,,98.68046576185354,,20.583215362585264,-31.043131746924285,False,False,False,True,True,,99.1808548507,99.1808548507,-1,1,,,False,False,False,False,,,False,False,False,False,532415,-248884.33517918183,False,False,False,False,813578.4725484891,False,False,False,False
2022-02-25 00:00:00+00:00,99.2768208448,100.1693045894,92.9238720387,97.6166091477,728912,,,0.0,0.0,0.0,0.0,98.44783605805742,#000000,,98.44783605805742,,25.573069300667314,-26.827298921719866,False,False,False,True,True,,99.1808548507,99.1808548507,1,1,,,False,False,False,False,,,False,False,False,False,1261327,-137016.82886961283,False,False,False,False,807306.8819893417,False,False,False,False
2022-03-04 00:00:00+00:00,99.0848888567,104.0751205473,97.2903247679,99.708667818,904684,,,0.0,0.0,0.0,0.0,98.6578501538851,#000000,,98.6578501538851,,29.382965871130725,-23.751095414069063,True,False,False,True,True,,99.1808548507,99.1808548507,-1,1,,,False,False,False,False,,,False,False,False,False,356643,-100449.4341385304,False,False,False,False,814520.0018419831,False,False,False,False
