date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bear_166,aVWAP_OB_bear_66,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.86,6.98,6.655,6.9,4206854,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,6.817500000000001,6.817500000000001,1,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4206854.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.37,7.015,6.29,6.74,4590011,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,6.6525,6.817500000000001,-1,0,,,False,False,False,False,,,False,False,False,False,-4590011,-340000.8148148148,False,False,False,False,4235236.0,False,False,False,False
2022-01-14 00:00:00+00:00,6.57,6.705,6.19,6.31,5005454,,,,0.0,0.0,0.0,0.0,,#000000,,,,6.761325219743071,-63.52265043948614,False,False,False,True,True,,6.4475,6.817500000000001,1,0,,,False,False,False,False,,,False,False,False,False,415443,-284042.0137174211,False,False,False,False,4292289.185185185,False,False,False,False
2022-01-21 00:00:00+00:00,6.84,7.31,6.44,6.55,6337165,,,,0.0,0.0,0.0,0.0,,#000000,,,,16.74496642633995,-53.69005529477303,False,False,False,True,True,,6.4475,6.875,-1,0,,,False,False,False,False,,,False,False,False,False,6752608,237191.3206320175,False,False,False,False,4443761.46776406,False,False,False,False
2022-01-28 00:00:00+00:00,6.15,6.9,5.965,6.77,8833486,,,,0.0,0.0,0.0,0.0,6.338333333333333,#000000,,6.338333333333333,,19.277355504971204,-51.07271938093999,False,False,False,True,True,,6.4325,6.875,-1,0,,,False,False,False,False,,,False,False,False,False,-2080878,65482.48206668289,False,False,False,False,4768926.247929686,False,False,False,False
2022-02-04 00:00:00+00:00,6.22,6.86,6.15,6.17,8063784,,,,0.0,0.0,0.0,0.0,6.372534391847519,#000000,,6.372534391847519,,22.00041803949449,-48.09429306192875,False,False,False,True,True,,6.4325,6.505000000000001,-1,0,,,False,False,False,False,,,False,False,False,False,5982906,503810.1500617434,False,False,False,False,5012989.785120079,False,False,False,False
2022-02-11 00:00:00+00:00,6.7,6.79,6.245,6.3,7607643,,,,0.0,0.0,0.0,0.0,6.436425452248425,#000000,,6.436425452248425,,28.0349312333028,-41.83315491562188,False,False,False,True,True,,6.4325,6.5175,1,0,,,False,False,False,False,,,False,False,False,False,13590549,1473198.2130201326,False,False,False,False,5205186.319555629,False,False,False,False
2022-02-18 00:00:00+00:00,7.05,7.29,6.58,6.86,6564475,,,,0.0,0.0,0.0,0.0,6.549865677163215,#000000,,6.549865677163215,,34.620199835107414,-35.0726222041932,False,False,False,False,True,,8.945,6.5175,1,1,,,False,False,False,False,,,False,False,False,False,20155024,2857037.1602038266,False,False,False,False,5305874.369958916,False,False,False,False
2022-02-25 00:00:00+00:00,7.06,7.45,6.7601,7.06,6668445,,,,0.0,0.0,0.0,0.0,6.645315734031858,#000000,,6.645315734031858,,39.79004442412014,-29.70322715199545,False,False,True,False,True,,9.2518875,6.5175,1,1,,,False,False,False,False,,,False,False,False,False,26823469,4632328.4075961355,False,False,False,False,5406805.527739737,False,False,False,False
2022-03-04 00:00:00+00:00,7.46,7.48,6.91,7.1,7657477,,,,0.0,0.0,0.0,0.0,6.752939298938591,#000000,,6.752939298938591,,45.48954227892213,-23.813530067384455,True,False,True,False,True,,9.2837125,6.5175,1,1,,,False,False,False,False,,,False,False,False,False,34480946,6843337.11814457,False,False,False,False,5573521.933092349,False,False,False,False
2022-03-11 00:00:00+00:00,7.69,7.89,7.32,7.52,10659066,,,,0.0,0.0,0.0,0.0,6.920351351097014,#000000,,6.920351351097014,,50.68667118543318,-18.41278478763256,True,False,True,False,True,,9.7143375,6.5175,1,0,,,False,False,False,False,,,False,False,False,False,45140012,9680127.85013386,False,False,False,False,5950228.901011434,False,False,False,False
2022-03-18 00:00:00+00:00,7.84,8.13,7.34,7.53,12460133,,,,0.0,0.0,0.0,0.0,7.074869500947603,#000000,,7.074869500947603,,55.178476328401636,-13.677210225399065,True,False,True,False,True,,9.8143375,6.5175,1,0,,,False,False,False,False,,,False,False,False,False,57600145,13229758.750123944,False,False,False,False,6432444.0194550315,False,False,False,False
2022-03-25 00:00:00+00:00,7.72,8.07,7.605,7.9,6744850,,,,0.0,0.0,0.0,0.0,7.139707350946656,#000000,,7.139707350946656,,57.84056163401947,-10.658654104454143,True,False,True,False,True,,9.7405875,6.5175,1,0,,,False,False,False,False,,,False,False,False,False,50855295,16016835.509374022,False,False,False,False,6455585.2031991035,False,False,False,False
2022-04-01 00:00:00+00:00,7.97,7.985,7.4188,7.62,7463657,,,,0.0,0.0,0.0,0.0,7.1984940766106345,#000000,,7.1984940766106345,,60.6802472122088,-7.390105573843989,True,False,True,False,True,,9.5510625,6.5175,1,0,,,False,False,False,False,,,False,False,False,False,58318952,19150325.619790763,False,False,False,False,6530257.188147318,False,False,False,False
2022-04-08 00:00:00+00:00,7.91,8.1799,7.62,8.0,6434494,,,,0.0,0.0,0.0,0.0,7.249359892459611,#000000,,7.249359892459611,,62.47481799344965,-5.068957837744534,True,False,True,False,True,,9.745325000000001,6.5175,1,1,,,False,False,False,False,,,False,False,False,False,51884458,21575076.16647293,False,False,False,False,6523163.6186549235,False,False,False,False
2022-04-15 00:00:00+00:00,8.2,8.24,7.67,7.99,5772914,,,,0.0,0.0,0.0,0.0,7.2972376339423075,#000000,,7.2972376339423075,,64.70525852938218,-2.2657872235078145,True,False,True,False,True,,9.747875,6.5175,1,1,,,False,False,False,False,,,False,False,False,False,57657372,24247838.82080827,False,False,False,False,6467589.572828633,False,False,False,False
2022-04-22 00:00:00+00:00,7.46,8.36,7.32,8.23,8929746,,,,0.0,0.0,0.0,0.0,7.523173134443969,#000000,,7.523173134443969,,62.45408765000498,-2.2657872235078145,True,False,True,False,False,,9.7641625,6.5175,1,1,,,False,False,False,False,,,False,False,False,False,48727626,26061156.389637284,False,False,False,False,6649971.530396882,False,False,False,False
2022-04-29 00:00:00+00:00,6.22,7.32,6.22,7.17,9279761,,,,0.0,0.0,0.0,0.0,7.205484657892761,#000000,,7.205484657892761,,56.97350312951566,-2.2657872235078145,True,False,False,False,False,,8.9454125,6.5175,-1,0,,,False,False,False,False,,,False,False,False,False,39447865,27052764.434849337,False,False,False,False,6844770.750367483,False,False,False,False
