date,Open,High,Low,Close,Volume,aVWAP_OB_bull_867,aVWAP_OB_bull_690,aVWAP_OB_bull_627,aVWAP_OB_bull_553,aVWAP_OB_bull_191,aVWAP_OB_bear_779,aVWAP_OB_bear_528,aVWAP_OB_bear_390,OB,OB_High,OB_Low,OB_Mitigated_Index,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-02 15:00:00+00:00,163.2,164.51,163.12,164.38,4634.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,,,False,False,False,False,False,,163.815,163.815,1,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4634.0,False,False,False,False
2024-12-02 16:00:00+00:00,164.53,165.15,164.225,164.45,5355.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,100.0,,False,False,True,False,False,,163.815,164.6875,-1,0,,,False,False,False,False,,,False,False,False,False,5355.0,83.02325581395348,False,False,False,False,4645.178294573643,False,False,False,False
2024-12-02 17:00:00+00:00,164.45,164.64,164.235,164.235,2802.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,77.95385690981134,-38.18457236075466,False,False,True,False,True,,163.815,164.6875,-1,0,,,False,False,False,False,,,False,False,False,False,2553.0,121.31746890210925,False,False,False,False,4616.601886905834,False,False,False,False
2024-12-02 18:00:00+00:00,164.235,164.84,164.235,164.805,3460.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,77.4698369902449,-36.87174868276925,False,False,True,False,True,,164.53750000000002,164.6875,1,0,,,False,False,False,False,,,False,False,False,False,6013.0,212.66138411292928,False,False,False,False,4598.670074705743,False,False,False,False
2024-12-02 19:00:00+00:00,164.805,164.98,164.51,164.71,2902.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,74.67003953540464,-36.86978826962924,False,False,True,False,True,,164.53750000000002,164.745,-1,0,,,False,False,False,False,,,False,False,False,False,3111.0,257.5968665297831,False,False,False,False,4572.365112307204,False,False,False,False
2024-12-02 20:00:00+00:00,164.71,164.78,164.39,164.74,8672.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,73.0179703447197,-35.00442504552292,False,False,True,False,True,,164.53750000000002,164.745,-1,0,,,False,False,False,False,,,False,False,False,False,11783.0,436.2852872037399,False,False,False,False,4635.925343124147,False,False,False,False
2024-12-03 15:00:00+00:00,164.48,164.775,164.28,164.54,1871.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,67.57929749041266,-35.00442504552292,False,False,True,False,True,,164.5275,164.745,-1,0,,,False,False,False,False,,,False,False,False,False,9912.0,583.1955928284881,False,False,False,False,4593.058283540827,False,False,False,False
2024-12-03 16:00:00+00:00,164.54,164.54,163.915,164.18,1171.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,59.06866570245591,-35.00442504552292,False,False,True,False,True,,164.2275,164.745,-1,0,,,False,False,False,False,,,False,False,False,False,8741.0,709.6731805365736,False,False,False,False,4540.003116354147,False,False,False,False
2024-12-03 17:00:00+00:00,164.18,164.78,164.16,164.78,386.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,59.29536681822108,-35.00442504552292,False,False,True,False,True,,164.2275,164.745,1,0,,,False,False,False,False,,,False,False,False,False,9127.0,840.1743715360066,False,False,False,False,4475.599967263384,False,False,False,False
2024-12-03 18:00:00+00:00,164.78,165.015,164.78,164.845,1019.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,59.922469783693046,-33.66943198147925,False,False,True,False,True,,164.2275,164.89749999999998,-1,0,,,False,False,False,False,,,False,False,False,False,10146.0,984.4507378687815,False,False,False,False,4422.00927009651,False,False,False,False
2024-12-03 19:00:00+00:00,164.81,164.82,164.205,164.245,1045.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,55.24529443754469,-33.66943198147925,False,False,True,False,True,,164.2275,164.89749999999998,-1,0,,,False,False,False,False,,,False,False,False,False,9101.0,1110.2887109250794,False,False,False,False,4369.652537226797,False,False,False,False
2024-12-03 20:00:00+00:00,164.305,164.97,164.27,164.62,3363.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,54.598671759629454,-32.03364110126136,False,False,True,False,True,,164.2275,164.89749999999998,-1,0,,,False,False,False,False,,,False,False,False,False,12464.0,1286.315242538644,False,False,False,False,4354.045521145762,False,False,False,False
2024-12-04 15:00:00+00:00,166.805,167.08,166.525,166.865,1393.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,61.173796151917415,-22.57357663170665,False,False,True,False,True,,166.8025,166.8025,1,0,,,False,False,False,False,,,False,False,False,False,13857.0,1481.2095798636262,False,False,False,False,4308.137838647378,False,False,False,False
2024-12-04 16:00:00+00:00,167.02,167.315,166.74,167.285,1077.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,66.49277377121348,-14.756989516371576,False,False,True,False,True,,167.0275,167.0275,1,0,,,False,False,False,False,,,False,False,False,False,14934.0,1689.7799739742677,False,False,False,False,4258.042678358272,False,False,False,False
2024-12-04 17:00:00+00:00,167.285,167.62,167.22,167.545,1761.0,,,,,,,,,0.0,0.0,0.0,0.0,#000000,,,,70.65088491036994,-8.34288761968481,False,False,True,False,True,,167.42000000000002,167.42000000000002,1,0,,,False,False,False,False,,,False,False,False,False,16695.0,1922.4190441452092,False,False,False,False,4219.328838383724,False,False,False,False
